Customer Item code,Camlin PRODUCT CODE,Master Dealer ID,Chain name
490917064,4432539,19,Reliance CNC
490011995,4329538,19,Reliance CNC
490116912,4193588,19,Reliance CNC
490094816,4899226,19,Reliance CNC
490012121,5249488,19,Reliance CNC
491076663,5247484,19,Reliance CNC
491417637,8022388,19,Reliance CNC
491417638,8017387,19,Reliance CNC
491417639,8023386,19,Reliance CNC
490094820,7789201,19,Reliance CNC
490094824,7270002,19,Reliance CNC
490094828,7268001,19,Reliance CNC
491491685,7205193,19,Reliance CNC
490094831,7287001,19,Reliance CNC
491417644,7287135,19,Reliance CNC
491417642,7287130,19,Reliance CNC
491417641,7287018,19,Reliance CNC
491417643,7287133,19,Reliance CNC
491417645,7287136,19,Reliance CNC
490094829,7289130,19,Reliance CNC
491491684,7205195,19,Reliance CNC
490094833,7603451,19,Reliance CNC
491417632,7605016,19,Reliance CNC
491417633,7605175,19,Reliance CNC
490739917,7605451,19,Reliance CNC
491293008,7612016,19,Reliance CNC
491293006,7612369,19,Reliance CNC
491293004,7612451,19,Reliance CNC
491044429,1132203172,19,Reliance CNC
491044425,1142203172,19,Reliance CNC
491056548,1182201160,19,Reliance CNC
491044426,1152203144,19,Reliance CNC
491044427,1152203180,19,Reliance CNC
491044428,1152203280,19,Reliance CNC
491202667,1152201180,19,Reliance CNC
490985346,1109201002,19,Reliance CNC
490985341,4329525,19,Reliance CNC
491582339,4906514,19,Reliance CNC
490917068,7085009,19,Reliance CNC
491488733,4195540,19,Reliance CNC
491321813,4946115,19,Reliance CNC
491582340,4522285,19,Reliance CNC
491582341,4410947,19,Reliance CNC
491249429,4019272,19,Reliance CNC
491041879,9900502,19,Reliance CNC
490116894,4329542,19,Reliance CNC
490941947,7289016,19,Reliance CNC
490941948,7289018,19,Reliance CNC
490985339,7289369,19,Reliance CNC
490306162,805721,,Reliance New Com
490306163,811722,,Reliance New Com
491585267,811191,,Reliance New Com
490116931,111702,,Reliance New Com
490306166,1010736,,Reliance New Com
490306164,1304731,,Reliance New Com
490306165,1305732,,Reliance New Com
490442034,2066761,,Reliance New Com
490442035,2066762,,Reliance New Com
490442051,2067763,,Reliance New Com
491585268,2235801,,Reliance New Com
491585269,2235802,,Reliance New Com
491585270,2235803,,Reliance New Com
491585271,2235804,,Reliance New Com
491585272,2235831,,Reliance New Com
491585273,2235805,,Reliance New Com
490777694,2206602,,Reliance New Com
490777696,2206606,,Reliance New Com
490777697,2206610,,Reliance New Com
490312810,530933,,Reliance New Com
490985336,1406741,,Reliance New Com
491321833,337056,,Reliance New Com
490312772,337707,,Reliance New Com
490116928,3006629,,Reliance New Com
491417638,8017387,,Reliance New Com
491417639,8023386,,Reliance New Com
491417640,8030385,,Reliance New Com
490917071,5247495,,Reliance New Com
490012008,5248480,,Reliance New Com
491089158,5248491,,Reliance New Com
490917070,5249465,,Reliance New Com
491041881,9900504,,Reliance New Com
491041879,9900502,,Reliance New Com
491041880,9900503,,Reliance New Com
490094831,7287001,,Reliance New Com
490011991,4899223,,Reliance New Com
490094816,4899226,,Reliance New Com
491203247,4899238,,Reliance New Com
491322086,4899314,,Reliance New Com
490094811,6784147,,Reliance New Com
490941942,6790134,,Reliance New Com
491089595,6800114,,Reliance New Com
491585274,6807212,,Reliance New Com
491203246,6807125,,Reliance New Com
491203245,6820102,,Reliance New Com
491321813,4946115,,Reliance New Com
491585275,4917501,,Reliance New Com
490811176,4923501,,Reliance New Com
491582340,4522285,,Reliance New Com
490917063,4522552,,Reliance New Com
490116905,4522549,,Reliance New Com
491321798,4417347,,Reliance New Com
491582341,4410947,,Reliance New Com
491321744,9306295,,Reliance New Com
491585276,4329286,,Reliance New Com
EAN code issue,4329319,,Reliance New Com
490116894,4329542,,Reliance New Com
490011995,4329538,,Reliance New Com
490116895,4329536,,Reliance New Com
490917065,4329541,,Reliance New Com
491321807,4386288,,Reliance New Com
490917068,7085009,,Reliance New Com
491585277,7085155,,Reliance New Com
491076662,9900378,,Reliance New Com
491504687,4044524,,Reliance New Com
490011997,4044555,,Reliance New Com
491238098,4018271,,Reliance New Com
491249429,4019272,,Reliance New Com
491585278,4024110,,Reliance New Com
490116910,4192566,,Reliance New Com
490306151,4192567,,Reliance New Com
490116912,4193588,,Reliance New Com
491321811,4147299,,Reliance New Com
491585279,4147320,,Reliance New Com
490116891,3806518,,Reliance New Com
490116890,3806517,,Reliance New Com
491003079,3806519,,Reliance New Com
490116889,3738522,,Reliance New Com
491089599,3738524,,Reliance New Com
490116888,3739515,,Reliance New Com
490116883,3604502,,Reliance New Com
491585280,3605506,,Reliance New Com
491209992,4907326,,Reliance New Com
490985346,1109201002,,Reliance New Com
490985347,1109201003,,Reliance New Com
491044424,1142203076,,Reliance New Com
491044425,1142203172,,Reliance New Com
491110820,1151203180,,Reliance New Com
491044426,1152203144,,Reliance New Com
491044427,1152203180,,Reliance New Com
491044428,1152203280,,Reliance New Com
491585281,1112204176,,Reliance New Com
491135396,1132103172,,Reliance New Com
491044430,1132203076,,Reliance New Com
491044429,1132203172,,Reliance New Com
491585282,1132204172,,Reliance New Com
491585283,1133303160,,Reliance New Com
491585284,1133303300,,Reliance New Com
491585285,1136303300,,Reliance New Com
490094828,7268001,,Reliance New Com
490094826,7268016,,Reliance New Com
490912545,7268018,,Reliance New Com
490912546,7268175,,Reliance New Com
490912547,7268369,,Reliance New Com
490094824,7270002,,Reliance New Com
490777698,7270016,,Reliance New Com
490777699,7270018,,Reliance New Com
490094833,7603451,,Reliance New Com
490739917,7605451,,Reliance New Com
490391632,7700198,,Reliance New Com
491585286,7704031,,Reliance New Com
491209991,7787203,,Reliance New Com
491491684,7205195,5,Reliance Retail
490094828,7268001,5,Reliance Retail
490917071,5247495,5,Reliance Retail
490917070,5249465,5,Reliance Retail
490012008,5248480,5,Reliance Retail
490011998,5248482,5,Reliance Retail
491089595,6800114,5,Reliance Retail
491041878,9900501,5,Reliance Retail
491041879,9900502,5,Reliance Retail
491076662,9900378,5,Reliance Retail
490917068,7085009,5,Reliance Retail
490094816,4899226,5,Reliance Retail
491041881,9900504,5,Reliance Retail
491041880,9900503,5,Reliance Retail
490116912,4193588,5,Reliance Retail
491488733,4195540,5,Reliance Retail
490011995,4329538,5,Reliance Retail
490116894,4329542,5,Reliance Retail
491417627,4426371,5,Reliance Retail
490116891,3806518,5,Reliance Retail
491504687,4044524,5,Reliance Retail
490011997,4044555,5,Reliance Retail
490116903,4521546,5,Reliance Retail
490917063,4522552,5,Reliance Retail
490116889,3738522,5,Reliance Retail
490116890,3806517,5,Reliance Retail
490116910,4192566,5,Reliance Retail
491322087,4804260,5,Reliance Retail
490306170,2074694,5,Reliance Retail
491202657,1132203172,5,Reliance Retail
491044427,1132201172,5,Reliance Retail
491044425,1142203172,5,Reliance Retail
491202662,1142203240,5,Reliance Retail
491044426,1142201172,5,Reliance Retail
491056548,1182201160,5,Reliance Retail
491044426,1152203144,5,Reliance Retail
491044427,1152203180,5,Reliance Retail
491044428,1152203280,5,Reliance Retail
491202667,1152201180,5,Reliance Retail
491202668,1152201280,5,Reliance Retail
491110820,1151203180,5,Reliance Retail
490985347,1109201003,5,Reliance Retail
490985346,1109201002,5,Reliance Retail
490306174,9900379,5,Reliance Retail
1233006632,4147299,20,Vishal Mega Mart
1233003627,4193588,20,Vishal Mega Mart
1233003628,4192566,20,Vishal Mega Mart
1233005989,5247495,20,Vishal Mega Mart
1233006332,7205195,20,Vishal Mega Mart
1233005504,9900504,20,Vishal Mega Mart
1233003844,9900503,20,Vishal Mega Mart
1233003842,9900501,20,Vishal Mega Mart
1233003843,9900502,20,Vishal Mega Mart
1233003636,4899226,20,Vishal Mega Mart
1233004832,6800114,20,Vishal Mega Mart
1233005998,7700198,20,Vishal Mega Mart
1233003637,4329538,20,Vishal Mega Mart
1233003639,4329525,20,Vishal Mega Mart
1233003625,5248480,20,Vishal Mega Mart
1233005498,5248491,20,Vishal Mega Mart
1233003633,5249465,20,Vishal Mega Mart
1233005493,4433541,20,Vishal Mega Mart
1233003629,4044555,20,Vishal Mega Mart
1233003635,3304639,20,Vishal Mega Mart
1233004983,3910519,20,Vishal Mega Mart
1233006635,3738522,20,Vishal Mega Mart
1233006636,3738524,20,Vishal Mega Mart
1233003622,4521546,20,Vishal Mega Mart
1233003623,4522552,20,Vishal Mega Mart
1233006902,4522285,20,Vishal Mega Mart
1233006913,4426371,20,Vishal Mega Mart
1233006907,7085009,20,Vishal Mega Mart
1233006910,8023386,20,Vishal Mega Mart
1233006912,7205193,20,Vishal Mega Mart
1233006633,4044524,20,Vishal Mega Mart
1233005988,5249465,20,Vishal Mega Mart
1233006908,9900378,20,Vishal Mega Mart
1233006904,4520634,20,Vishal Mega Mart
1233003630,3739511,20,Vishal Mega Mart
1233007199,4435528,20,Vishal Mega Mart
1233007197,9900344,20,Vishal Mega Mart
1233007196,9900783,20,Vishal Mega Mart
1233007198,9900784,20,Vishal Mega Mart
1233007789,4917159,20,Vishal Mega Mart
11685,4521546,7,Walmart
32210,4522552,7,Walmart
32180,4522547,7,Walmart
32182,4426371,7,Walmart
11687,4433541,7,Walmart
10944,4044555,7,Walmart
32179,4044524,7,Walmart
11823,4329542,7,Walmart
35314,4329538,7,Walmart
32181,4329540,7,Walmart
13671,4193588,7,Walmart
10943,3806518,7,Walmart
32183,4906514,7,Walmart
13734,9900504,7,Walmart
13733,9900503,7,Walmart
11822,4899226,7,Walmart
15398,6800114,7,Walmart
13732,7700198,7,Walmart
35348,8022388,7,Walmart
35349,8017387,7,Walmart
35360,8023386,7,Walmart
12622,7270016,7,Walmart
13130,7270018,7,Walmart
12231,7268016,7,Walmart
12623,7268018,7,Walmart
35361,7221016,7,Walmart
35361,7217016,7,Walmart
38045,7217018,7,Walmart
14783,1142203172,7,Walmart
14784,1182201160,7,Walmart
14430,1152203180,7,Walmart
35364,1152201240,7,Walmart
35363,1152203240,7,Walmart
15774,1152203280,7,Walmart
100103090055,4522549,,Work Store
100103090053,4433543,,Work Store
100103250014,4329536,,Work Store
100705010011,4044555,,Work Store
100102020040,4899226,,Work Store
100804020002,6805135,,Work Store
100804020001,6805132,,Work Store
100802020022,6784147,,Work Store
100804010029,6790134,,Work Store
100807010149,5249488,,Work Store
100801010091,5247484,,Work Store
100209010005,5248480,,Work Store
100209010007,5248491,,Work Store
100207010066,7828217,,Work Store
100207010082,7834217,,Work Store
100624010023,7789201,,Work Store
100203010009,7700198,,Work Store
100803050008,7270016,,Work Store
100803050009,7270018,,Work Store
100803050010,7270175,,Work Store
100803050011,7270369,,Work Store
100803060002,7268016,,Work Store
100803060003,7268018,,Work Store
100803060004,7268175,,Work Store
100803060005,7268369,,Work Store
100803030122,7289016,,Work Store
100803030123,7289018,,Work Store
100803030124,7289369,,Work Store
100803030125,7289175,,Work Store
100803010003,7287001,,Work Store
100803010103,7287135,,Work Store
100803010004,7287130,,Work Store
100803010102,7287018,,Work Store
100803010105,7287133,,Work Store
100803010104,7287136,,Work Store
100211020014,7605451,,Work Store
100211010022,7612451,,Work Store
100211010021,7623451,,Work Store
100803030092,7289130,,Work Store
100801010173,5247495,,Work Store
10051207,3604502,,Work Store
100211020013,7604451,,Work Store
