ID,Chain Name,DC Address,Customer Code
611,Future Retail Limited,"BB-VIRAR-YASHWANT BUILDING YASHWANT BLDG.,VILLAGE DONGRE BYPASS ROAD,OPP. MAGNUS MOTOR VIRAR-401304,Maharashtra",
613,Future Retail Limited,"BB-AHMEDABAD-AGORA MALL SHREE BALAJI AGORA MALL,NR TAPOVAN CIRCL 200 FT, SARDAR PATEL RING ROAD,SUGHAD AHMEDABAD-382424,Gujarat",GJ/0122-009
614,Future Retail Limited,"BB-BILASPUR-MAGARPARA LINK ROAD MAGARPARA LINK ROAD MAGARPARA LINK ROAD BILASPUR-495001,Chhattisgarh",
615,Future Retail Limited,"BB-AHMEDABAD-ACROPOLIC MALL ACROPOLIC MALL,OPP TO BHAI KAKU NAGAR, BUS STAND, THALTEJ CROSS RD.,S.G.HIGHWAY AHMEDABAD-380054,Gujarat",GJ/0122-002
616,Future Retail Limited,"BB- DEOGHAR- SUBHASH ROAD BIG BAZAAR, NEAR HOTEL CHETANA NETAJI SUBHASH ROAD, WARD NO 12B DEOGHAR-814112,Jharkhand",
617,Future Retail Limited,"BB-BHARUCH-SHALIMAR TALKIES SHALIMAR TALKIES,CS NO-1457/54 & 1457/93 STATION ROAD. BHARUCH-392001,Gujarat",GJ/0122-003
618,Future Retail Limited,"BB-GUJARAT-ANAND-VIDYANAGAR ROAD CITY PULSE THEATRE, OPP. CHINAR GULNAR NEAR HERO HONDA SHOWROOM,VIDYANAGAR ROAD ANAND-388001,Gujarat",GJ/0122-005
619,Future Retail Limited,"BB-BHILAI-SURYA TREASURE ISLAND SURYA TREASURE ISLAND, OPP SURYA VIHAR,JUNWANI BHILAI-490020,Chhattisgarh",
626,Future Retail Limited,"BB-KOLHAPUR-SHIVAJI UDYAMNAGAR KOLHAPUR AUTO WORKS, CS NO 1243/61 TO 64/64A, SHIVAJI UDYAMNAGAR KOLHAPUR-416008,Maharashtra",MH/0309-003
627,Future Retail Limited,"BB-AHMEDABAD-KANKARIA NEW COTTON MILLS COMPOUND, OUTSIDE RAIPUR GATE,OPP. ARYA SEVA SAMAJ AHMEDABAD-380022,Gujarat",GJ/0122
628,Future Retail Limited,"BB-VADODARA-SEVENSEAS MALL SEVERNSEAS MALL,'SAYAJI PATH' FATEHGUNJ, POLYTECHNIC MAIN ROAD. VADODARA-392002,Gujarat",GJ/0122-007
629,Future Retail Limited,"BB-VAPI-SALVAV VAPI CITY CENTER, CS NO-233,233/P,234/P1 NATIONAL HIGHWAY-8, SALVAV VAPI-396191,Gujarat",UP/0228-011
630,Future Retail Limited,"BB-AHMEDABAD-HIMALAYA MALL HIMALIYA MALL, NR INDRAPRASTH TOWER, DRIVE-IN ROAD, THALTEJ AHMEDABAD-380058,Gujarat",GJ/0122-001
631,Future Retail Limited,"BB-DHANBAD-SRIRAM MALL SRIRAM MALL,SARAIDHELA ROAD, DHANBAD. DHANBAD-826001,Jharkhand",
632,Future Retail Limited,"BB-AHMEDABAD-KANKARIA NEW COTTON MILLS COMPOUND, OUTSIDE RAIPUR GATE,OPP. ARYA SEVA SAMAJ AHMEDABAD-380022,Gujarat",
633,Future Retail Limited,"BB-GOA-MALL DE GOA MALL DE GOA,SURVEY NO.73/1,NOVA- CIDADE COM,NH-17,ALTO PORVORIM BARDEZ GOA-403521,Goa",
634,Future Retail Limited,"BB-BOKARO-CENTRAL AVENUE-STEEL CITY SECTOR 3/C, CENTRAL AVENUE BOKARO STEEL CITY BOKARO-827003,Jharkhand",
635,Future Retail Limited,"BB-RAJKOT-KALAWAD ROAD PLOT NO 46, T.P. SCHEME NO 3, OFF 150FT. RING ROAD, OFF KALAWAD ROAD RAJKOT-360005,Gujarat",GJ/0122-006
636,Future Retail Limited,"BB-SURAT-KAMDHENU CORP KAMDHENU CORPORATION, SURAT DAMAS ROAD OPP. CNG PUMP, VASUPATTIA SURAT-395007,Gujarat",GJ/0122-004
638,Future Retail Limited,"BB-MADURAI-KOCHADAI VILLAGE SURVEY NO.49/E,KOCHADAI VILLAGE, GERMANUS HOTEL,BY PASS ROAD,MADURAI MADURAI-625010,Tamil Nadu",
639,Future Retail Limited,"BB-BILASPUR-SRIKANT VERMA RD-MF SRIKANT VERMA ROAD, NEAR SAI PARISAR, BILASPUR-495004,Chhattisgarh",
640,Future Retail Limited,"NO.77,SURVEY NO 31/1-3,THIRVALLUR RD ARIKKAMADENU,POOCHAITIPET VIL REDHILLS CHENNAI-600052,Tamil Nadu",
641,Future Retail Limited,"446, JHANSI LAXMI BAI ROAD, CHAMARAJPURAM MYSORE-570004,Karnataka",KA/0137-018
642,Future Retail Limited,"PLOT NO.1560,P.S.MANGO NH 33,JAMSHEDPUR JAMSHEDPUR-831012,Jharkhand",
643,Future Retail Limited,"22B, 1ST MAIN ROAD,GOKULAM ROAD, JAYALAKSHMIPURAM, MYSORE-570012,Karnataka",
644,Future Retail Limited,"446, JHANSI LAXMI BAI ROAD, CHAMARAJPURAM MYSORE-570004,Karnataka",KA/0137-018
645,Future Retail Limited,"OPP ASHWINI HOSPITAL BLDG. NO.27/1/,KARUNAKARAN NAMBIAR ROAD OPP.ASHWINI HOSPITAL, THRISSUR-680001,Kerala",KL/0050-006
646,Future Retail Limited,"NSK COMPLEX NSK COMPLEX, SITE NO.821/9A TO 821/27A SRI RENUKA EXTENSION, P.B. ROAD. DAVANGERE-577002,Karnataka",
647,Future Retail Limited,"BB-GUWAHATI-CITY SQUARE CITY SQUARE,118/1,G.S.ROAD, BHANAGAGHAR GUWAHATI-781005,Assam",AS/0063-002
648,Future Retail Limited,"BB-CALICUT-PVH CITY PARK P.V.H. CITY PARK, MAVOOR ROAD KOZHIKODE-673004,Kerala",KL/0050
649,Future Retail Limited,"BB-AGRA-SANJAY PLACE-MF 52/2, SANJAY PLACE, AGRA ( U.P ), AGRA-282001,Uttar Pradesh",UP/0228-010
650,Future Retail Limited,"BB-COIMBATORE-UNITEA MALL UNITEA BUILDING, NO.3, UNITEA MALL, SAVITHRI SHANMUGAM ROAD, RACE COUSE COIMBATORE-641018,Tamil Nadu",
651,Future Retail Limited,"BB-TIRUPUR-VALARMATHI BUS STAND NO. 24,MUNICIPAL OFFICE ROAD NEAR VALARMATHI BUS STAND TIRUPUR-641604,Tamil Nadu",
656,Future Retail Limited,"BB-JORHAT-MOUZA-NAGARMHAL-PATTA NO 99 PAAT NO 99, BLOCK NO 2 MOUZA-NAGARMHAL, JORHAT TOWN JORHAT-785001,Assam",AS/0063
657,Future Retail Limited,"BB-PALAKKAD- CITY CENTRE CITY CENTRE,11/817,ENGLISH CHURCH ROAD, VILLAGE PALAKKAD PALAKKAD-678014,Kerala",KL/0050-002
659,Future Retail Limited,"BB-TARAPORE-OSTWAL EMPIRE(EXP) OSTWAL EMPIRE,SURVEY NO.111/A-2,111A/1/1 VILLAGE GRAM PANCHAYAT,BOISER TARAPUR-401506,Maharashtra",MH/0309-0014
664,Future Retail Limited,"BB-TIRUNELVELI-PERUVALPURAM-CORNER BLDNG SR NO. 489, TRIVENDRUM HIGH ROAD, PERUMALPURAM,CORNER BUILDING TIRUNELVELI-627007,Tamil Nadu",
674,Future Retail Limited,"BB-MUZAFFARPUR-GIRJANANDAN COMPLEX THE GRAND, GIRJANANDAN COMPLEX, CLUB ROAD, BESIDE MDDM COLLAGE, MUZAFFARPUR-842001,Bihar",
675,Future Retail Limited,"BB-RANCHI-NUCLEUS MALL-EAST JAIL ROAD NUCLEUS MALL, CIRCULAR ROAD, OPP. EAST JAIL ROAD RANCHI-834001,Jharkhand",
676,Future Retail Limited,"CDC-COCHIN-VILLAGE ALUVA EAST-(BB-FOOD) BLDG NO.20/125,SURVEY-109/16-5,16-2,16-4 ALUVA EAST VILL.,EDATHALA GRAM PANCHAYAT COCHIN-683563,Kerala",KL/0050-009
677,Future Retail Limited,"BB-NELLORE-GB FELICITY MALL GB FELICITY MALL,G.N.T. ROAD,DARGAMITTA- WARD,NO.24,PLOT NO.15TO23,NELLORE TOWN NELLORE-524003,Andhra Pradesh",AP/0113-002
678,Future Retail Limited,"BB-VADODARA-MANJALPUR-EVA MALL SCHEME NO.19, EVA MALL,PATIDAR CROSSING, NEAR SARASWATI COMPLEX, MANJALPUR VADODARA-390011,Gujarat",GJ/0122-010
679,Future Retail Limited,"BB-LUCKNOW-SINGAPORE MALL SINGAPORE MALL, PLOT NO. CP 192, VIRAJ KHAND, GOMTI NAGAR LUCKNOW-226010,Uttar Pradesh",
680,Future Retail Limited,"BB-ASANSOL-SENTRUM MALL SENTRUM MALL,KANYAPUR TOWNSHIP,GOPALPUR PARGANA SHERGARH, DIST.BURDWAN, ASANSOL ASANSOL-713301,West Bengal",
681,Future Retail Limited,"BB-JAMMU-CITY SQUARE MALL KHEWAT NO. 118MIN, KHATA. 353 MIN, KHASARA 325, CHANDNAGAR, SAMADHIAN ROAD JAMMU-180001,Jammu und Kashmir",JK/0030
682,Future Retail Limited,"BB-BIHARSHARIF-NAGESHWAR MALL NAGESHWAR MALL, RAMCHANDRAPUR, BIHAR SHARIF, DIST. NALANDA BIHAR SHARIFF-803101,Bihar",
683,Future Retail Limited,"CDC-PATNA-VILLAGE SABALPUR-(BB-FOOD) DEVKINANDAN WAREHOUSE,VILLAGE SABALPUR THANA DIDARGUNJ PATNA-800009,Bihar",
684,Future Retail Limited,"BB-NOIDA-GRAND VENICE THE GRAND VENICE, SH-3, SITE IV, GREATER NOIDA NOIDA-201308,Uttar Pradesh",UP/0228-009
685,Future Retail Limited,"BB-GUNTUR-SIVA CITY CENTER SIVA CITY CENTER,PLOT NO.26,7TH LANE, RING ROAD.,CHANDRAMOULI NAGAR, GUNTUR-522002,Andhra Pradesh",AP/0113-003
689,Future Retail Limited,"BB-RAIPUR-CITY CENTER MALL-VILLAGE MOWA CITY CENTER MALL, VILLAGE MOWA, VIDHAN SABHA ROAD, RAIPUR-492007,Chhattisgarh",
700,Future Retail Limited,"CDC-EASY DAY-BHIWANDI-SARAVALI BLD NO-C,(K1),PRATHAMESH DREAM COMP.OPP VATIKA HOTEL,MUM-NASHIK HIGWAY,SARAVALI BHIWANDI-421302,Maharashtra",
710,Future Retail Limited,"BB-RAIGARH-GRAND MALL GRAND MALL, GAURI SHANKAR MANDIR CHAWK RAIGARH-496001,Chhattisgarh",
719,Future Retail Limited,"RDC-BARASAT-NILGUNJ-BIG BAZAAR C/O KEVENTER AGRO;NILGUNJ;SUBASH NAGAR BARASAT-BRAKPUR RD;NORTH24 PARG BARASAT-700121,West Bengal",
720,Future Retail Limited,"HERITAGE FRESH-HYDERABAD-DC OPP TO COCA COLA FACTORY AMEENPUR VILLAGE,SANGA REDDY TQ  HYDERABAD-502032,Telangana",
725,Future Retail Limited,"CDC-CHENNAI-THIRVALLUR HIGH ROAD (FOOD) NO.77,SURVEY NO 33/1-3,THIRVALLUR RD ARIKKAMADENU,POOCHAITIPET VIL REDHILLS CHENNAI-600052,Tamil Nadu",
746,Future Retail Limited,"CDC-BANUR-KHASRA-SAS NAGAR-(BB-FOOD) KHASRA-5270-5277,CHANDIGARH-RAJPURA ROAD VILLAGE BANUR,TEHSIL-SAS NAGAR.MOHALI BANUR-140601,Punjab",
747,Future Retail Limited,"BB-PURI-GURU EMPIRES GURU EMPIRES, GRAND ROAD PURI, NEAR TOWN POLICE STATION PURI-752001,Orissa",
748,Future Retail Limited,"CDC- LUCKNOW-NATKUR PARGANA-PH2-(FOOD) VILLAGE SERIAL NO 39020500650 SURVEY NO 566A,BEHIND CRPF HEADQUARTERS LUCKNOW-226008,Uttar Pradesh",UP/0226
749,Future Retail Limited,"CDC-GUNDLA POCHAMPALLY-MEDCHAL (FOOD) SURVEY NO 695/696,BEHIND LIFESTYLE WARE-HOUSE,GUNDLA POCHAMPALLY VILLAGE MEDCHAL MANDAL-500014,Telangana",TG/0002-009
750,Future Retail Limited,"BB-BHUBANESHWAR-KRISHNA PLAZA KRISHNA PLAZA, MAIN ROAD, ON NH 5, NAYAPALLI, BHUBANESHWAR-751012,Orissa",
751,Future Retail Limited,"BB-JAMSHEDPUR-P & M MALL MOUJA JUGSULAI,P.S.BISTUPUR,WARD NO.4, DIST.SUB-REGISTRY OFFICE.DIST.SINGBHUM JAMSHEDPUR-831001,Jharkhand",
752,Future Retail Limited,"BB-RANCHI-B G TOWER-KANKE ROAD B G TOWER, CHANDANI CHOWK, KANKE ROAD RANCHI-834008,Jharkhand",
753,Future Retail Limited,"HERITAGE FRESH -BENGALURU-DC 178/2-HULAHALLY,CK PALYA SAKALAVARA POST BANNERGATTA ROAD BENGALURU-560083,Karnataka",
758,Future Retail Limited,"BB-AURANGABAD-PROZONE MALL GR.FLOOR,SHOP NO.G-56,G-57,G-58,G-58A
CHIKALTHANA IND.AREA,MASANTPAUR TALUKA AURANGABAD-431001,Maharashtra",MH/0309-0021
771,Future Retail Limited,"BB-KATNI-CITY MALL-BARHI ROAD BARHI ROAD,OPP. HOTEL PANKAJ PALACE, CITY MALL,GURUNANAK WARD KATNI-483501,Madhya Pradesh",MP/0069-001
775,Future Retail Limited,"BB-MUGHAL SARAI-IP MUGHAL MALL IP MUGHAL MALL, PLOT NO. 129/2, HARISHANKERPUR, DIST. CHANDAULI MUGHAL SARAI-232101,Uttar Pradesh",
777,Future Retail Limited,"BB-GWALIOR-D B CITY MALL DB CITY MALL,OPP.RAILWAY STATION KHASRA, RACE COURSE ROAD, GWALIOR, GWALIOR-474002,Madhya Pradesh",MP/0069-006
778,Future Retail Limited,"HERITAGE FRESH-CHENNAI-DC SENNEERKUPPAM VILLAGE POONAMALLEE TALUK CHENNAI-600056,Tamil Nadu",
785,Future Retail Limited,"BB-GANDIDHAM-ADITYA MALL CINEMA ADITYA MALL CINEMA,SWAMINAYAN GURUKUL RD NO.DC-II,NR,PANDIT DEENDAYALASSEMBLYHALL GANDHIDHAM-370201,Gujarat",GJ/0122-011
786,Future Retail Limited,"CDC-CHENNAI-LAKSMINATHAPURAM (FOOD) 42,LAKSMINATHAPURAM VILLAGE,REDHILLS-
TIRUVALLUR HIGH ROAD,PUCHIATHIPEDU CHENNAI-600052,Tamil Nadu",
791,Future Retail Limited,"BB-NEW DELHI-KALKAJI METRO STATION KALKAJI METRO STATION BOX,G.R&1ST FLOOR KALKAJI MANDIR METRO STATION NEW DELHI-110015,Delhi",
793,Future Retail Limited,"BB-PUNE-KOREGAON PARK NITESH HUB, PLOT NO. S.NO. 37/4/2, NORTH MAIN ROAD, KOREGAON PARK PUNE-411011,Maharashtra",MH/0309-0022
798,Future Retail Limited,"BB-RAJAHMUNDRY-SYAMALAMBA TEMPLE STREET
DOOR NO.79-7-19, SYAMALAMBA TEMPLE STREE
RAJAHMUNDRY RAJAHMUNDRY-533103,Andhra Pradesh",AP/0113-004
811,Future Retail Limited,"BB-HALDWANI-DURGA CITY CENTER LAND NO.260,BLOCK E,DURGA CITY CENTER, BHOTIA PARAO, DIST. NAINITALHALDWANI-263141,Uttaranchal",UL/0066-0003
813,Future Retail Limited,"BB-HALDWANI-DURGA CITY CENTER PLOT NO.9-16,LAND NO.260,BLOCK E,DURGA- CITY CENTER,BHOTIA PARAO,DIST.NAINITAL HALDWANI-263141,Uttaranchal",
814,Future Retail Limited,"BB-PURULIA-CITY CENTRE MALL PURULIA CITY CENTER MALL, DESHBANDHU ROAD, PURULIA-723101,West Bengal",WB/0101-0021
816,Future Retail Limited,"CDC-SILIGURI-COSMOS MALL COSMOS MALL, 2ND MILE SEVOKE ROAD SILIGURI-734401,West Bengal",
823,Future Retail Limited,"HYPERCITY-NOIDA-GARDEN GALLERIA MALL A2, SECTOR 38A, GARDEN GALLERIA GARDEN GALLERIA MALL NOIDA-201301,Uttar Pradesh",
824,Future Retail Limited,"HYPERCITY-BHOPAL-D B MALL D B MALL, ARERA HILLS, M.P NAGAR ZONE 1,PP HOTEL SURENDRA VILAS, BHOPAL-462011,Madhya Pradesh",
825,Future Retail Limited,"HYPERCITY-NEW DELHI-ORCHARD ROAD MALL ORCHARD ROAD MALL, LOWER GR FLOOR JANAKPURI WEST METRO STATION NEW DELHI-110058,Delhi",
826,Future Retail Limited,"HYPERCITY-AHMEDABAD-ALPHA ONE ALPHA ONE, FP - NO. 216, TP SCHEME-1,VASTRAPUR,OPP.VASTRAPUR LAKE AHMEDABAD-380054,Gujarat",GJ/0124
827,Future Retail Limited,"HYPERCITY-VADODARA-INORBIT INORBIT, OPP ALEMBIC SCHOOL, NR. GUNJAN TOWER, GORWA ROAD VADODARA-390003,Gujarat",GJ/0122-012
828,Future Retail Limited,"HYPERCITY-NOIDA-LOGIX CITY CENTER LOGIX CITY CENTER,LOWER GRD FLR NR NOIDA CITY CENTRE METRO STN,SECTOR 32 NOIDA-201301,Uttar Pradesh",
829,Future Retail Limited,"HYPERCITY-HYDERABAD-MANJEER TRINITY MALL MANJEER TRINITY MALL, SY.NO.1050 OPP JNTU, KPHB, KUKATPALLY HYDERABAD-560072,Telangana",
830,Future Retail Limited,"HYPERCITY-HYDERABAD-MADHAPUR K.RAHEJA IT PARK,MINDSPACE,SURVEY NO.64, APIIC S/W UNIT LAYOUT,HTECHCITY,MADHAPUR HYDERABAD-560081,Telangana",
834,Future Retail Limited,"CDC-JHAJJAR-KULANA (SF) MUSTATIL NO 55,56,57.KH NO-110 JHAJJAR-124108,Haryana",HR/0094-003
835,Future Retail Limited,"CDC-HAPUR-BHARTI RETAIL (SF) BHARTI RETAIL LTD HAPUR-201313,Uttar Pradesh",UP/0196
851,Future Retail Limited,"CDC-GUWAHATI-BORAGAON ( BB ) PATTA NO.38,DAG NO. 194,SHILAMAHEKHAITI MOUZA-SILA SINDURI GHOPA,AMINGAON GUWAHATI-781031,Assam",
852,Future Retail Limited,"HYPERCITY-THANE-GHODBUNDER ROAD BIG THANE SHOPPING CENTRE,G.F,GHODBUNDER ROAD,BEHIND KESARVADAWALI POLICE STATION THANE-400601,Maharashtra",
853,Future Retail Limited,"BB-KOLKATA-LILUHA R D MALL, 269-G T ROAD, LILUHA, HOWRAH KOLKATA-711204,West Bengal",WB/0101-0011
854,Future Retail Limited,"BB-KOLKATA-BIRATI BIG BAZAR, GRAND PLAZA, 185 M B ROAD, BIRATI KOLKATA-700051,West Bengal",WB/0101-0022
855,Future Retail Limited,"BB-KOLKATA-SHREERAMPUR RD PLAZA ( KAMALA CINEMA ), G.T. RD., MAHESH, SHREERAMPUR,HOOGLY KOLKATA-712202,West Bengal",WB/0101-0017
856,Future Retail Limited,"BB-KOLKATA-WOOD SQUARE MALL-PARGANAS 169,NETAJI SUBHASH BOSE RD,NAREDRAPUR PS,SONARPUR,SOUTH 24,PARGANAS KOLKATA-700103,West Bengal",WB/0101-003
857,Future Retail Limited,"BB-KOLKATA-RAJARHAT HOME TOWN RAJAHAT BLOCK BY BLOCK SHOPPING MALL RAJAHRAT KOLKATA-700156,West Bengal",WB/0101-004
858,Future Retail Limited,"BB-KOLKATA-V.I.P. ROAD PARVATI VIHAR, V.I.P. ROAD, KOLKATA-700059,West Bengal",WB/0101-005
859,Future Retail Limited,"BB-KRISHNAGAR-SENTRUM JL NO.52,MOUZA RUIPUKUR,KHATIAN-4733, DEG NO.7884,WARD 17 ON NH34,P S KOTOWALI KRISHNAGAR-741101,West Bengal",WB/0101-0020
860,Future Retail Limited,"BB-BARASAT-SUN CITY MALL SUN CITY MALL, 125/1, JESSORE ROAD, CHAMPADALI MORE, 24 PARGANAS,(N),BARASAT BARASAT-700124,West Bengal",WB/0101-0019
861,Future Retail Limited,"BB-KOLKATA-SEALDAH NO 1 BELEGHATA ROAD, WARD NO 36, BOROUGH OPP B.R.SINGH HOSPOTAL, SEALDAH KOLKATA-700014,West Bengal",WB/0101-0012
862,Future Retail Limited,"BB-KOLKATA-RASHBEHARI AVENUE PLOT NO 104, RASHBEHARI AVENUE KOLKATA-700027,West Bengal",WB/0102-007
863,Future Retail Limited,"BB-KOLKATA-SALT LAKE SALT LAKE, IB-177 & 178, SECTOR - III SALT LAKE KOLKATA-700106,West Bengal",WB/0101-0013
864,Future Retail Limited,"BB-KOLKATA-LIC BLDG-J.L NEHRU ROAD METROPOLITAN BUILDING AT 7, J.L NEHRU ROAD, KOLKATA KOLKATA-700013,West Bengal",WB/0101-002
865,Future Retail Limited,"BB-KOLKATA-HILAND PARK-THE METROPOLIS THE METROPOLIS,6 HILAND PARK, 1925 CHAKGARIA,P.S.JADAVPUR KOLKATA-700075,West Bengal",WB/0101-006
866,Future Retail Limited,"BB-KOLKATA-P S AVIATOR P S AVIATOR,RAJARHAT MAJOR ARTERIAL ROAD ATGHARA CHINAR PARK CROSSING, NEWTOWN KOLKATA-700136,West Bengal",WB/0101-0024
867,Future Retail Limited,"BB-KOLKATA-SHREEBHUMI 403/1, ALCOVE GLORIA, VIP ROAD, DAKHINDARI ROAD KOLKATA-700048,West Bengal",WB/0101-0015
868,Future Retail Limited,"BB-KOLKATA-DCN MALL-JESSORE ROAD UNIT NO 6, DIAMOND CITY NORTH MALL JESSORE ROAD KOLKATA-700055,West Bengal",WB/0101
869,Future Retail Limited,"BB-HOWRAH-AVANI RIVERSIDE MALL PLOT NO 32, AVANI RIVERSIDE MALL JAGAT BANERJI GHAT ROAD HOWRAH-711102,West Bengal",WB/0101-0016
870,Future Retail Limited,"HYPERCITY-NAVI MUMBAI-PANVEL-ORION MALL ORION MALL,FP NO 311,MUMBAI PUNE NEAR PANVEL BUS DEPOT NAVI MUMBAI-410206,Maharashtra",
871,Future Retail Limited,"CDC-DELHI-SINGHOLA VILLAGE KHASRA NO. 11/2 & 11/3, SINGHOLA VILLAGE DELHI-110040,Delhi",DL/0175-001
872,Future Retail Limited,"CDC-RAJPURA-VILL.SHAMBHU KALAN-(BB-FOOD) KHEWAT NO 289/259,255,VILL.SHAMBHU KALAN BEHIND GIAN JYOTI GROUP OF INSTITUTIONS RAJPURA-140417,Punjab",
873,Future Retail Limited,"HYPERCITY-BENGALURU-ORION MALL ORION MALL,BRIGADE GATEWAY 26/1 DR RAJKUMAR RD,MALLESHWARAM BENGALURU-560055,Karnataka",
874,Future Retail Limited,"HYPERCITY-BENGALURU-INORBIT MALL INORBIT MALL, NO 75, EPIP, NEXT SATYA SAI HOSPITAL,WHITE FIELD BENGALURU-560066,Karnataka",
875,Future Retail Limited,"CDC-PATIALA-BANUR (SF) KHASRA NO.5270-5277, VPO BANUR, PATIALA-140601,Punjab",PB/0076-007
876,Future Retail Limited,"CDC-CHENNAI-POOCHIATHIPEDU VILLAGE(FOOD) NO.77, SURVEY NO.31/1-3, POOCHIATHIPEDU VILLAGE,THIRUVALLUR CHENNAI-600052,Tamil Nadu",
877,Future Retail Limited,"HYPERCITY-BENGALURU-ROYAL MEENAKSHI MALL ROYAL MEENAKSHI MALL, OPP. MEENAKSHI TEMPLE,BANNERGHATTA ROAD BENGALURU-560076,Karnataka",
878,Future Retail Limited,"HYPERCITY-BENGALURU-KUNDALAHALLI GATE KUNDALAHALLI GATE,OPP-ANNAPOORNA HOTEL ITPL ROAD,NEAR BROOKE FIELD, BENGALURU-560037,Karnataka",
879,Future Retail Limited,"BB-BENGALURU-RAJAJI NAGAR NEAR ISCON TEMPLE RAJAJI NAGAR BENGALURU-560010,Karnataka",KA/0137-003
880,Future Retail Limited,"BB-BENGALURU-SOUL SPACE SPIRIT (CENTRAL) SOUL SPACE SPIRIT, BELLANDUR VILLAGE VARTHUR HOBLI BENGALURU-560103,Karnataka",KA/0137-004
881,Future Retail Limited,"BB-BENGALURU-VB COLONY-MF #11, VB COLONY, OUTER RING ROAD, BENGALURU-560043,Karnataka",KA/0137-009
882,Future Retail Limited,"BB-BENGALURU-WHITEFIELD ROAD-MARKET CITY PHEONIX MARKET CITY,OPP BBMP OFFICE WHITEFIELD ROAD BENGALURU-560048,Karnataka",KA/0137-007
883,Future Retail Limited,"BB-BENGALURU-GATEWAY JAYANAGAR GATEWAY JAYANAGAR 45/1, MAARENAHALLI J P NAGAR, PHASE II, BENGALURU-560011,Karnataka",KA/0137-006
884,Future Retail Limited,"BB-HAJIPUR-GAURI COMPLEX GAURI COMPLEX,KHATAN NO.348,KESHRA NO. 1022,MARAI RD,SWHOSH CHOWK,DIST.VAISHALI HAJIPUR-844101,Bihar",
885,Future Retail Limited,"BB-BENGALURU-BANASHANKARI PROMENADE BMP KHATA NO.92/9 BSK III STAGE,KATHRIGUPPA, BENGALURU-560085,Karnataka",KA/0137-002
907,Future Retail Limited,"BB-UDUPI-T.M.A. PAI HOSPITAL PLOT NO 88, S D NO. 6A, OPP Dr. T.M.A. PAI HOSPITAL, NEAR TALUK OFFICE UDUPI-576101,Karnataka",KA/0137-012
908,Future Retail Limited,"BB-MANGALORE-BEJAI KAVOOR ROAD 1554/7-8,1555/2A-2B,264/2,BHARATH MALL BEJAI KAVOOR RD,DAKSHINA KANNADA DIST MANGALORE-575003,Karnataka",KA/0137-013
913,Future Retail Limited,"BB-BENGALURU-G T WORLD MALL PLOT NO. 92, MAGADI MAIN ROAD, NEXT TO PRASANNA THEATRE,OPP.MAGADI POLICE STA. BENGALURU-560023,Karnataka",KA/0137-016
916,Future Retail Limited,"BB-DEHRADUN-KAPOOR TOWER-RAJAPUR ROD NO.284,15-A,KAPOOR TOWER,FIRST FLOOR- RAJAPUR ROAD,DEHRADUN DEHRADUN-248001,Uttarakhand",UL/0066-0001
917,Future Retail Limited,"Big Bazaar,Urban Space, Plot No-2, Survey No 18-B, Deolali, Nashik
MH
Deolali422101
IND",MH/0309-005
918,Future Retail Limited,"Ascent Mall, Ganesh Khind Road Near E-Square, Opposite Agriculture Collage
MH
Pune411007
IND",MH/0309-008
919,Future Retail Limited,"Msm Paranjape Mall Off Karve Road, Near Mes College MH Karve Road411004 IND",MH/0309-0012
920,Future Retail Limited,"Phoenix Market City Mll B/H Baker Gauge Next Tyco Electrncs,Viman Nagar,Nagar RdMH
Pune411014 IND",MH/0309-0013
921,Future Retail Limited,"CDC-Easy Day-New Delhi-Alipur Bakoli, Khasra No.50/7, 50/13, Behind Shan Mandir, Alipur Bakoli DL NEW DELHI110036
IND",MH/0229
922,Future Retail Limited,"BB-Kangara-Mahesh Raj Towers, Mahesh Raj Towers, Fortis Building, Dharamshala Road, Tehsil, Dist. Kangra
HP Kangra560023 IND",HP/0033
923,Future Retail Limited,"BB-Silchar-Goldighi Complex-Dist. Cachar, Mouza, Silchar Town Part II(B), Pargana-Barakpur, Dist-Cachar
AS Silchar788005 IND",AS/0063-001
924,Future Retail Limited,"DAG NO.106,109/106,PATTA NO.117 LP SCHOOL,LANE,VILLAGE PASCHIM BORAGAON,
AS BORAGAON,781033 IND",AS/0068
925,Future Retail Limited,"BB-HUBLI-GOKUL-AKSHAY CENTRE AKSHAY CENTRE GOKUL ROAD
KA HUBLI580030 IND",KA/0137-019
926,Future Retail Limited,"BB-KURNOOL-NANDYAL ROAD, PLOT NO. 714A, NANDYAL ROAD, BESIDE TO RELIANCE PETROL PUMP
AP KURNOOL518002 IND",AP/0113-005
927,Future Retail Limited,"G.V.Manor,Beside Sangam SharatTheatre,Station Rd,Dwarkanagar
AP Visakhapatnam530016 IND",AP/0113
928,Future Retail Limited,"Survey No.120/1 to120/3GK Ind.Area,Bhudihal Vill, NH4Nelamangala Taluq
KA Bangalore562123 IND",KA/0137
929,Future Retail Limited,"C-Prathmesh Dream Complex, OppVatika Hotel, Kalyan-BhiwandiBypass
MH Bhiwandi, Thane421301 IND",MH/0285
930,Future Retail Limited,"Mahavir Park, Survey No 688,Bibewadi Satara Road,
MH Pune411013 IND",MH/0309
931,Future Retail Limited,"Vasantha Arcade,Plot No288 &32LB Nagar Cross,Nr Kamineni Hos
TG Hyderabad500070 IND",TG/0002
