ID,Chain Name,DC Address,Customer Code
298,Future Retail Limited,"BB-KANPUR-ANCHOR STORE ANCHOR STORE,RAVE@MOTIENTERTAINMENT PVT.LTD.,117/K/13 GUTAIYA,KANPUR. KANPUR-208005,Uttar Pradesh",
299,Future Retail Limited,"BB-AHMEDNAGAR-MANMAD HIGHWAY PLOT NO 102/2/1+2, SARDA MILL SAWEDI AHMEDNAGAR - MANMAD HIGHWAY AHMEDNAGAR- 414003,Maharashtra",MH/0309-001
300,Future Retail Limited,"BB-AMBALA-RAI MARKET-MINERVA COMPLEX MINERVA COMPLEX, PLOT NO 180/123 RAI MARKET, AMBALA CANTT. AMBALA-133001,Haryana",HR/0136-001
301,Future Retail Limited,"BB-BHIWADI-ALWAR ROAD-MF GENESIS MALL, ALWAR BYPASS ROAD,BHIWADI, BHIWADI- 301019,Rajasthan",
302,Future Retail Limited,"BB-BHUBANESWAR-FORUM FORUM,89, KHARVEL NAGAR UNIT - III,BHUBANESWAR-751001,Orissa",
303,Future Retail Limited,"BB-GANGTOK-NAMNANG COMMERCIAL C0MPLEX NAMNANG COMMERCIAL COMPLEX NAMNANG ROAD GANGTOK-737101,Sikkim",
307,Future Retail Limited,"BB-GURGAON-OMAXE SOHNA ROAD-ED OMAXE CITY CENTER, SECTOR 49, SOHNA ROAD, GURGAON-122003,Haryana",HR/0100-004
308,Future Retail Limited,"BB-GURGAON-SAHARA MALL SAHARA MALL,MAIN MEHRAULI GURGAON ROAD, SECTOR-28, CHAKARPUR,GURGAON, HARYANA GURGAON-122016,Haryana",HR/0100-002
309,Future Retail Limited,"BB-GHAZIABAD-EDM-KAUSHAMBI EDM, PLOT NO .1 KAUSHAMBI. GHAZIABAD-201010,Uttar Pradesh",UP/0228-001
310,Future Retail Limited,"BB-GHAZIABAD-ADITYA MALL BIG BAZAAR,PLOT NO.3,VAIBHAV KHAND INDIRAPURAM,GHAZIABAD GHAZIABAD-201012,Uttar Pradesh",UP/0228
311,Future Retail Limited,"BB-GURGAON-AMBI MALL AMBIENCE ISLAND AT NH-8, VILLAGE NATHUPUR, TEHSIL & DISTT. GURGAON GURGAON-122001,Haryana",HR/0100-001
312,Future Retail Limited,"BB-GURGAON-SPAZEDGE MALL-SOHNA ROAD SPAZEDGE MALL, SECTOR-47, GURGAON SOHNA ROAD GURGAON-122001,Haryana",HR/0100-003
313,Future Retail Limited,"BB-ICHALKARANJI-SANGLI ROAD FVRL BIG BAZAAR,FORTUNE PLAZA GATE NO 650/B,SANGLI ROAD ICHALKARANJI-416115,Maharashtra",MH/0309-002
314,Future Retail Limited,"BB-JALGAON-KHANDESH CENTRAL KHANDESH CENTRAL, NEHRU CHOWK M G ROAD JALGAON-425001,Maharashtra",MH/0309-0015
315,Future Retail Limited,"BB-KANPUR-KIDWAI NAGAR BIG BAZAAR,PLOT NO.9,BLOCK""O"" SCHEME-2,KIDWAI NAGAR,KANPUR KANPUR-208002,Uttar Pradesh",
316,Future Retail Limited,"BB-KERALA-KASARGOD OPP. MUNCIPAL NEW BUS STAND KASARGOD KASARAGOD-671121,Kerala",KL/0050-003
317,Future Retail Limited,"BB-LATUR-BABASAHEB PARANJAPE MARG S NO 4781 BABASAHEB PARANJAPE MARG LATUR- 413512,Maharashtra",MH/0309-0017
318,Future Retail Limited,"BB-LUCKNOW-RIVERSIDE MALL RIVERSIDE MALL, PLOT NO. 3, VIPIN KHAND, NEAR HOTEL TAJ, GOMTI NAGAR, LUCKNOW-226010,Uttar Pradesh",
319,Future Retail Limited,"BB-LUCKNOW-SAHARA MALL SAHARA MALL,SAHAR GANJ NEAR SAPRU MARG,HAZRAT GANJ LUCKNOW-226001,Uttar Pradesh",
320,Future Retail Limited,"BB-NAHSIK-DEOLALI-URBAN SPACE BIG BAZAAR,URBAN SPACE,PLOT NO-2, SURVEY NO 18-B,DEOLALI,NASHIK NASHIK-422101,Maharashtra",
321,Future Retail Limited,"BB-NASHIK-LAWATE NAGAR BIG BAZAAR ,CITY CENTRE NASHIK NEAR PWD OFFICE,LAWATE NAGAR, NASHIK-422002,Maharashtra",MH/0309-004
322,Future Retail Limited,"BB-NASIK-COLLEGE ROAD-THE ZONE THE ZONE,COLLEGE ROAD, NASIK NASHIK-422005,Maharashtra ",MH/0309-006
323,Future Retail Limited,"BB-NEW DELHI-ROHTAK ROAD-KAROL BAGH PLOT NO. C-1, NEW ROHTAK ROAD, SHIDHIPURA, KAROL BAGH, NEW DELHI-110005,Delhi",
324,Future Retail Limited,"BB-NOIDA-GREAT INDIA PLACE GREAT INDIA PLACE, PLOT NO A-2, SECTOR 38A,NOIDA NOIDA-201301,Uttar Pradesh",UP/0228-004
325,Future Retail Limited,"BB-NOIDA-MALL OF INDIA PLOT NO.M-03,SECTOR 18,MALL OF INDIA- GAUTAM BUDHA NAGAR, NOIDA NOIDA-201301,Uttar Pradesh",UP/0228-005
326,Future Retail Limited,"BB-PUNE-AMANORA PARK-TOWN CENTER TOWN CENTRE,AMANORA PARK TOWN,SR NO 181 VILLAGE SADE SATARA NALLI, HADAPSAR PUNE-411028,Maharashtra",MH/0309-0011
327,Future Retail Limited,"BB-PUNE-KOTHRUD-CITY PRIDE MULTIPLEX PLOT NO.CC3 OF S.NO.20/2, ADJOINING,CITY PRIDE MULTIPLEX,KOTHRUD PUNE-411038,Maharashtra",MH/0309-007
328,Future Retail Limited,"BB-PUNE-PIMPRI-PREMIER PLAZA PREMIER PLAZA,GRND.FLOOR,NEAR ICICI BANK CHINCHWAD GAON. PUNE-411019,Maharashtra",MH/0309-0018
329,Future Retail Limited,"BB-PUNE-SINHAGAD ROAD-MF ABHIRUCHI MALL 59/1C, SINHAGAD ROAD, PUNE-411041,Maharashtra",MH/0309-0020
330,Future Retail Limited,"BB-PUNE-VISHRANTWADI-ALANDI ROAD SHOPPERS ORBIT, S NO. 44, DHANORI ALANDI ROAD, VISHRANTWADI PUNE-411015,Maharashtra",MH/0309-0010
331,Future Retail Limited,"BB-PUNE-XION MALL-HINJEWADI SERVEY NO.117, BEHIND GATEWAY HOTEL, XION MALL, GRD FLOOR HINJEWADI MAIN ROAD PUNE-411057,Maharashtra",MH/0309-0019
332,Future Retail Limited,"BB-SAMBALPUR-MOUZA SAMBALPUR TOWN MOUZA SAMBALPUR TOWN,UNIT NO8,BADA BAZAR PS SAMBALPUR, NO 17,TAHSIL/DIST SAMBALPU SAMBALPUR-768002,Orissa",
333,Future Retail Limited,"BB-SOLAPUR-MANTRI CHANDAK ARCADE BB,MANTRI CHANDAK ARCADE,CITY SURVEY NO 203,SAAT RASTA CHOWK,SOLAPUR SOLAPUR-413001,Maharashtra",MH/0309-0016
334,Future Retail Limited,"BB-TRIVENDRUM-M.G.ROAD-MALABAR CASTLE MALABAR CASTLE,M.G.ROAD,PIZHAVANAADI TRIVENDRUM THIRUVANANTHAPURAM-695036,Kerala",KL/0050-008
335,Future Retail Limited,"BB-TRIVENDRUM-PATTOM JUNCTION -OLD KALPA PATTOM JUNCTION , OLD KALPANA THEATRE THIRUVANANTHAPURAM-695004,Kerala",KL/0050-007
336,Future Retail Limited,"BB-LUDHIANA-FEROZEPUR-MF BXX 622 GURDEV NAGAR, FEROZEPUR ROAD, LUDHIANA- 141001,Punjab",PB/0076-005
337,Future Retail Limited,"CDC-GUNDLA POCHAMPALLY-MEDCHAL (FOOD) SURVEY NO 695/696,BEHIND LIFESTYLE WARE- HOUSE,GUNDLA POCHAMPALLY VILLAGE MEDCHAL MANDAL-501401,Telangana",TG/0002-009
338,Future Retail Limited,"CDC-THANE-BHIWANDI-KALYAN (K-1)-FOOD C-PRATHAMESH DREAM COMPLEX,(K-1) OPP.VATIKA HOTEL,KALYAN-BHIWANDI BYPASS THANE-421302,Maharashtra",
339,Future Retail Limited,"BB-ALLAHABAD-CIVIL LINE ATLANTIC MULTIPLEX PVT, 34B, MAHATMA GANDHI MARG, CIVIL LINE ALLAHABAD-211001,Uttar Pradesh",
340,Future Retail Limited,"BB-SILIGURI-COSMOS MALL COSMOS MALL,2ND MILE,SEAVOKE ROAD, OPP.STATE ELECTRICITY OFFICE. SILIGURI-734401,West Bengal",
341,Future Retail Limited,"BB-CUTTACK-NETAJI SUBHASH CHANDRA BOSE A NETAJI SUBHASH CHANDRA BOSE ARCADE DARGABAZAR,OLD JAIL ROAD,CUTTACK CUTTACK-753001,Orissa",
342,Future Retail Limited,"BB-ZIRAKPUR-DELHI-AMBALA HIGHWAY NAC ZIRAKPUR, DELHI-AMBALA HIGHWAY NH-28 ZIRAKPUR-140603,Punjab",PB/0076-001
343,Future Retail Limited,"BB-DURGAPUR-CITY CENTRE DURGAPUR CITY CENTRE, CITY CENTRE DURGAPUR-713216,West Bengal",
344,Future Retail Limited,"BB-NAGPUR-EMPRESS CITY EMPRESS CITY, NEAR GANDHI SAGAR LAKE RAILWAY STATION ROAD,REWARD REAL ESTATE NAGPUR-440018,Maharashtra",
345,Future Retail Limited,"CDC-KOLKATA-MANICKTALA MAIN ROAD FOOD BAZAAR REGIONAL WAREHOUSE,120B, MANICKTALA MAIN ROAD,(NEAR KAKUGACHHI LO KOLKATA-700054,West Bengal",
346,Future Retail Limited,"BB-ASANSOL-GALAXY MALL-BURNPUR ROAD GALAXY MALL,OPP CHITRA CINEMA MALL BURNPUR ROAD ASANSOL-713325,West Bengal",
347,Future Retail Limited,"BB-BURDHWAN-JELKHANA MORE 60 B B GHOSH ROAD, JELKHANA MORE BARDHAMAN-713101,West Bengal",
348,Future Retail Limited,"CDC-BENGALURU-NELAMANGALA TALUQ (FOOD) SURVEY NO:102/1&36/2,HYADALU VILLAGE, KASABA HOBLI,NELAMANGALA TALUK BENGALURU-562123,Karnataka",
349,Future Retail Limited,"BB-DEHRADUN-CITY JUNCTION MALL THE CITY JUNCTION MALL,ISBT COMPLEX, CLAMENTOWN MODE,HARIDWAR BYPASS DEHRADUN- 248001,Uttaranchal",UL/0066-0002
350,Future Retail Limited,"BB-YAMUNANAGAR-JAGADHARI-UNIVERSAL MALL JAGADHARI-CHHACHHURAUTI-PONTA SAHIB RD TEHSIL JAGADHARI YAMUNANAGAR-135001,Haryana",HR/0136
351,Future Retail Limited,"BB- KEONJHAR- KTM MALL KASHVI MALL, MINING ROAD, KEONJHAR KEONJHAR-758013,Orissa",
352,Future Retail Limited,"BB-PATNA-BAILEY ROAD-KHAJEPURA KASHYAP BUSINESS PARK,NEAR SHIV MANDIR, KHAJEPURA,BAILEY ROAD PATNA-800014,Bihar",
353,Future Retail Limited,"BB-UDAIPUR-KUMBHA MARG BIG BAZAAR,PLOT NO-29A, KUMBHA MARG,UDAIPUR UDAIPUR-313001,Rajasthan",
354,Future Retail Limited,"BB-NAGPUR-LAND MARK LAND MARK,WARDHA ROAD, RAMDASPETH, NEAR PANCHSHEEL SQUARE, NAGPUR-440010,Maharashtra",
355,Future Retail Limited,"BB-RAIPUR-GE ROAD-MF MAGNETO MALL, LABHANDI, NH6, GE ROAD, RAIPUR-492006,Chhattisgarh",
356,Future Retail Limited,"BB-GHAZIABAD-MAHAGUN MALL-ED MAKANPUR MARG, MAHGUN METRO MALL, GHAZIABAD- 201010,Uttar Pradesh",UP/0228-008
357,Future Retail Limited,"BB-PANIPAT-MITTAL'S MEGA MALL MITTAL'S MEGA MALL, PLOT # SM3 SECTOR 25, PART II PANIPAT-132108,Haryana",HR/0136-002
358,Future Retail Limited,"BB-JODHPUR-OLD OLYMPIC CINEMA NEXT TO SANGHI PETROL PUMP OPP OLD OLYMPIC CINEMA JODHPUR-342001,Rajasthan",
359,Future Retail Limited,"BB-PATIALA-OMAXE MALL-MF OMAXE MALL, ON MALL ROAD PATIALA-147001,Punjab",
360,Future Retail Limited,"BB-PATNA-PNM MALL-LOYALA SCHOOL PNM MALL, PATALIPUTRA COLONY NEAR LOYAL SCHOOL PATNA-800013,Bihar",
361,Future Retail Limited,"BB-UDAIPUR-CELEBRATION MALL-MF THE CELEBRATION MALL, PHASE II UDAIPUR-313004,Rajasthan",
362,Future Retail Limited,"BB-PATNA-EXHIBITION ROAD P MALL, EXHIBITION ROAD THANA PHULWARI PATNA-800001,Bihar",
363,Future Retail Limited,"BB-LUCKNOW-SHALIMAR ELDEE PLAZA SHALIMAR ELDEE PLAZA SECTOR 5, INDIRA NAGAR LUCKNOW-226016,Uttar Pradesh",
364,Future Retail Limited,"BB-ROURKELA-SHANTI TOWERS PLOT NO.480/2653,MAIN RD,TOWN UNIT NO.35 KHATA NO.492/594,SHANTI TOWERS ROURKELA-769001,Orissa",
365,Future Retail Limited,"BB-JABALPUR-NARMADA ROAD SOUTH AVENUE MALL,PLOT NO36/2 MAIN NARMADA ROAD, JABALPUR JABALPUR-482011,Madhya Pradesh",MP/0069-005
366,Future Retail Limited,"BB-LUCKNOW-PHOENIX MALL UPAL MALL,CP08,SECTOR B,LDA COLONY KANPUR ROAD,BEHIND HOTEL PICADELLY LUCKNOW-226012,Uttar Pradesh",
367,Future Retail Limited,"BB-JALANDHAR-VASAL MALL-MF VASAL MALL,POLICE LINES, NR. LADOWALI ROAD JALANDHAR-144002,Punjab",PB/0076-006
368,Future Retail Limited,"BB-JAIPUR-CITY SQUARE MALL-TONK ROAD CITY SQUARE MALL, VASUNDHARA, TONK ROAD JAIPUR-302018,Rajasthan",
369,Future Retail Limited,"BB-VIJAYAWADA-GOPAL REDDY ROAD V.V.COMPLEX, DOOR NO 27-23-169, GOPAL REDDY ROAD, GOVERNOR PET VIJAYAWADA-520002,Andhra Pradesh",AP/0113-001
370,Future Retail Limited,"BB-KANPUR-Z SQUARE MALL-M G ROAD Z SQUARE MALL M G ROAD KANPUR-208001,Uttar Pradesh",
384,Future Retail Limited,"BB-TRIVENDRUM-PATTOM JUNCTION -OLD KALPA PATTOM JUNCTION , OLD KALPANA THEATRE THIRUVANANTHAPURAM-695004,Kerala
",KL/0050-007
385,Future Retail Limited,"BB-BHUBANESWAR-PATIA-MARUTI MALL MARUTI MALL, PLOT NO 3218, AT POST - KIIT, PATIA BHUBANESWAR-751024,Orissa",
386,Future Retail Limited,"BB-COCHIN-ABAD NUCLEUS MALL ABAD NUCLEUS MALL, MARADU PO NEAR MARADU KOTTARAM TEMPLE KOCHI-682304,Kerala",KL/0050-001
387,Future Retail Limited,"BB-GWALIOR-MLB ROAD-DINDAYAL CITY MALL DINDAYAL CITY MALL, MLB ROAD GWALIOR-474003,Madhya Pradesh",MP/0069-002
388,Future Retail Limited,"BB-CHANDIGARH-ELANTE MALL-INDUSTRL AREA ELANTE MALL, PLOT NO 178 & 178A, PHASE-I, INDUSTRIAL AREA CHANDIGARH-160002,Chandigarh",CH/0014
389,Future Retail Limited,"BB-BHOPAL-AURA MALL-GULMOHAR SECTOR E8, ARERA COLONY, AURA MALL OPP RAJIV GANDHI COLLEGE, GULMOHAR BHOPAL-462039,Madhya Pradesh",
390,Future Retail Limited,"BB-COCHIN-GOLD SOUK GRANDE GOLD SOUK GRANDE PONNURUNNI, VYTILLA POST KOCHI-682019,Kerala",KL/0050-005
400,Future Retail Limited,"BB-BHIWADI-SAIDPUR-V SQUARE MALL KHASRA NO 489, 490, VILLAGE SAIDPUR TEHSIL TIZARA, DIST ALWAR BHIWADI-301019,Rajasthan",
401,Future Retail Limited,"BB-JAIPUR-PINK SQUARE MALL PINK SQAURE MALL, PLOT NO.1 & 2, JANATA COLONY, GOVIND MARG JAIPUR-302004,Rajasthan",
402,Future Retail Limited,"BB-AJMER-OASIS MALL-PANCHSHEEL MARG BLOCK A, RAJEEV CIRCLE, OASIS MALL, PANCHSHEEL MARG AJMER-305004,Rajasthan",
403,Future Retail Limited,"BB-BHATINDA-MITTAL MALL MITTAL MALL, GONIANA ROAD OLD PANJARATTAN HOTEL, OPP ROSE GARDEN BHATINDA-151005,Punjab",PB/0076
404,Future Retail Limited,"BB-KOTA-JHALAWAR ROAD PLOT NO. A-47, ROAD NO. 3, I.P.I. AREA, JHALAWAR ROAD KOTA-324005,Rajasthan",
405,Future Retail Limited,"BB-DARJEELING-RINK MALL RINK MALL,19, LADEN-LA ROAD, DARJEELING-734101,West Bengal",
406,Future Retail Limited,"BB-BADDI-HOMELAND CITY MALL HOMELAND CITY MALL VILLAGE KALYANPUR, SAI CHAKKA ROAD BADDI-173205,Himachal Pradesh",HP/0033-001
407,Future Retail Limited,"BB-JAIPUR-VAISHALI NAGAR-VAISHALI CIRCLE GOMES DEFENCE COLONY VAISHALI CIRCLE, VAISHALI NAGAR JAIPUR-302021,Rajasthan",
408,Future Retail Limited,"BB-HALDIA-CITY CENTER MOUZA DEBHOG,POLICE STN.BHABANIPUR,JL NO 149,CITY CENTER,DIST.EAST OF MADINIPUR HALDIA-721602,West Bengal",WB/0101-0018
409,Future Retail Limited,"BB-RAJASTHAN- SRI GANGA NAGAR-CGR MALL CGR MALL, NEAR CAHAL CHOWK, HANUMANGARH ROAD SRI GANGA NAGAR-335001,Rajasthan",
410,Future Retail Limited,"BB-DELHI-MAYUR VIHAR-METRO STATION MAYUR VIHAR EXT METRO STATION, PHASE 1 DELHI-110091,Delhi",
411,Future Retail Limited,"BB-FARIDABAD-GRAND MALL GRAND MALL,12/4,SARAI KHWAJA, DELHI-MATHURA ROAD. FARIDABAD-122006,Haryana",HR/0100
412,Future Retail Limited,"BB-KOCHI-CENTRE SQUARE-M G ROAD CENTRE SQUARE, NEAR HOTEL ABAD PLAZA M G ROAD KOCHI-682035,Kerala",KL/0050-004
413,Future Retail Limited,"BB-NEW DELHI-TWIN DISTRICT CENTRE AMBIENCE TOWER, TWIN DISTRICT CENTRE, SECTOR 10, ROHINI NEW DELHI-110085,Delhi",
414,Future Retail Limited,"BB-PUNE-BANER-AMAR ARMA GENESIS AMAR ARMA GENESIS, OPP.DOMINO PIZZA, BANER PUNE-411045,Maharashtra",MH/0309-009
415,Future Retail Limited,"FB-GHAZIABAD-SHIPRA MALL SHIPRA MALL,PLOT NO. 9, VAIBHAV KHAND,INDIRAPURAM, GHAZIABAD-201012,Uttar Pradesh",UP/0228-002
416,Future Retail Limited,"FB-NEW DELHI-RAJENDRA PLACE MTRO STATION GROUND FLOOR,GLOBAL METRO STATION, RAJENDRA PLACE METRO STATION NEW DELHI-110008,Delhi",
417,Future Retail Limited,"BB-NEW DELHI-INDERLOK (NEW DELHI) PARSVNATH METRO MALL INDERLOK METRO RAILWAY STATION NEW DELHI-110052,Delhi ",
418,Future Retail Limited,"BB-GHAZIABAD-OPULENT MALL-ED OPULENT MALL, GT ROAD, GHAZIABAD GHAZIABAD-201001,Uttar Pradesh",UP/0228-007
419,Future Retail Limited,"BB-NEW DELHI-WAZIRPUR (NEW DELHI) NETAJI SUBHASH PLACE (WAZIRPUR), METRO RAILWAY STATION NEW DELHI-100052,Delhi ",
420,Future Retail Limited,"BB-JAIPUR-TRINITI MALL-SANGANER ROAD PLOT NO 5, TRINITI MALL OPP SHYAM NAGAR, NEW SANGANER ROAD JAIPUR-303902,Rajasthan",
421,Future Retail Limited,"BB-JHARSUGUDA-SHANTI CITY CENTER SHANTI CITY CENTER,BESIDES SATSANG BHAVN OPP.MANMOHAN M E SCHOOL,SARALBHAI RD,G.F JHARSUGUDA-768201,Orissa",
422,Future Retail Limited,"BB-DEHRADUN-KAPOOR TOWER-RAJAPUR ROD NO.284,15-A,KAPOOR TOWER,FIRST FLOOR-RAJAPUR ROAD,DEHRADUN DEHRADUN-248001,Uttaranchal",UL/0066-0001
423,Future Retail Limited,"BB-RANCHI-J C TOWER J C TOWER OPP.RANCHI CLUB. RANCHI-834001,Jharkhand",
424,Future Retail Limited,"BB-NEW DELHI-RAJOURI GARDEN PLOT NO 4,5 & 6, WEST GATE MALL, SHIVAJI PLACE,DISTRICT CENTRE,RAJOURI GARDEN NEW DELHI-110027,Delhi",
425,Future Retail Limited,"BB-NEW DELHI-V3S MALL V 3S MALL,EAST CENTER,LAXMI NAGAR, MAIN VIKAS MARG,NEW DELHI NEW DELHI-110092,Delhi",
426,Future Retail Limited,"BB-RAIPUR-DEVENDRA NAGAR OPP. EPF BUILDING,DEVENDRA NAGAR PANDRI NEAR MAHALAXMI CLOTH MARKET,RAIPUR RAIPUR-492001,Chhattisgarh",
427,Future Retail Limited,"BB-NEW DELHI-VASANT KUNJ-VASANT SQUARE M VASANT SQUARE MALL,PLOT NO.-A,COMMUNITY CENTER,SECTOR-B,POCKET-5,VASANT KUNJ NEW DELHI-110070,Delhi",
439,Future Retail Limited,"BB-AMRITSAR-TRILIUM MALL C4, TRILIUM MALL, CIRCULAR ROAD, BASANT AVENUE AMRITSAR-143001,Punjab",PB/0076-003
446,Future Retail Limited,"BB-NEW DELHI-VASANT KUNJ-AMBIANCE MALL 1ST&2ND FLOOR,SHOP NO.F-127 & S-227,228  AMBIANCE MALL,VASANT KUNJ,NELSON MANDELA NEW DELHI-110070,Delhi",
454,Future Retail Limited,"BB-KHARAGPUR-PUJA COMPLEX MAHAVEER CONSTRUCTION, PUJA COMPLEX NEAR ANDHRA HIGH SCHOOL KHARAGPUR-721301,West Bengal",
455,Future Retail Limited,"BB-VISAKHAPATNAM-DWARAKANAGAR G.V MANOR,BESIDES SANGAM SHART THEATRES, STATION ROAD,DWARAKANAGAR, VISAKHAPATNAM-530016,Andhra Pradesh",
524,Future Retail Limited,"BB-UJJAIN-DHANVATARI YOJANA BIG BAZAAR, TREASURE ISLAND, PLOT NO D 9, DHANVATARI YOJANA, UJJAIN-456001,Madhya Pradesh",MP/0069-004
525,Future Retail Limited,"BB-VARANASI-IP GRAND IP GRAND,C-19/134B GULAB BAGH, SIGRA VARANASI-221002,Uttar Pradesh",
526,Future Retail Limited,"BB-INDORE-MALHAR MEGA MALL PU-4, SCHEME 54A, PLOT NO.299-A, 304, MALHAR MEGA MALL, A.B. ROAD, INDORE-452010,Madhya Pradesh",MP/0069
527,Future Retail Limited,"BB-RUDRAPUR-METROPOLIS MALL PLO NO.A,PORTION-II,PANT NAGAR,HOUSIN SE OF INTEGRATED IND.ESTATE,METROPOLIS MALL RUDRAPUR-263153,Uttaranchal",UL/0066
528,Future Retail Limited,"BB-VARANASI-ORDELY MALL PLOT NO. S-3/76, MOHALLA DITHORI MAHAL, RAJ COMPLEX, ORDERLY BAZAR VARANASI-221002,Uttar Pradesh",
529,Future Retail Limited,"BB-MATHURA-AGRA ROAD-PACIFIC MALL PACIFIC MALL, PLOT NO C-1/B SITE B, AGRA ROAD MATHURA-281001,Uttar Pradesh",
530,Future Retail Limited,"BB-BAREILLY-PHOENIX MARKET CITY PHOENIX MARKET CITY, NR MAHANAGAR COLONY BIHAR MANN NAGLA, PILIBHIT BYPASS BAREILLY-243001,Uttar Pradesh",
531,Future Retail Limited,"BB-AGRA-RATAN MALL-PROFESSORS COLONY Plot No. 1/185 C & 184 A, PROFESSOR'S COLONY,DELHI GATE,AGRA AGRA-282002,Uttar Pradesh",
532,Future Retail Limited,"BB-MEERUT-SHOPPRIX MALL SPORTS GOOD COMPLEX,MAJOR DHYANCHAND-NAGAR,HAPUR BYPASS,DELHI MEERUT HIGHWAY MEERUT-250001,Uttar Pradesh",UP/0228-006
533,Future Retail Limited,"BB-INDORE-TREASURE ISLAND TREASURE ISLAND 11,SOUTH TUKOGANJ MAIN ROAD INDORE-452001,Madhya Pradesh",MP/0069-003
576,Future Retail Limited,"BB-GAYA-KAZMI OASIS KAZMI OASIS, JAGJIVAN PATH, OPP. GAYA CLUB,GAYA-823001,Bihar",
577,Future Retail Limited,"FH-NEW DELHI-DLF-VASANT KUNJ (FOODHALL) DLF, PROMENDE, NELSON MANDELA ROAD, VASANT KUNJ NEW DELHI-110070,Delhi",
578,Future Retail Limited,"BB-GHAZIABAD-SHIPRA MALL SHIPRA MALL,PLOT NO. 9, VAIBHAV KHAND,INDIRAPURAM,GHAZIABAD-201012,Uttar Pradesh",UP/0228-002
579,Future Retail Limited,"BB-NEW DELHI-RAJENDRA PLACE MTRO STATION GROUND FLOOR,GLOBAL METRO STATION, RAJENDRA PLACE METRO STATION NEW DELHI-110008,Delhi",
593,Future Retail Limited,"BB-NAVI MUMBAI-PANVEL-KANDPILE MALL KANDPILE MALL, RAILWAY STATION ROAD OLD PANVEL PANVEL-410206,Maharashtra",
594,Future Retail Limited,"BB-MUMBAI-GHATKOPAR-R CITY RUNWAL TOWN CENTRE,WYETH LABS, L.B.S. MARG,OPP.PRESEDENTIAL TOWER,GHATK MUMBAI-400086,Maharashtra",
595,Future Retail Limited,"BB-MUMBAI-ANDHERI-LOKHANDWALA INFINITY, LINK ROAD, ANDHERI(WEST). MUMBAI-400053,Maharashtra",
596,Future Retail Limited,"BB-MUMBAI-KANDIVLI-GROWEL 101 GROWEL 101, AKURLI ROAD,KANDIVLI (EAST).MUMBAI-400101,Maharashtra",
597,Future Retail Limited,"BB-THANE-HIGH STREET MALL HIGH STREET MALL,KAPURBAWADI JUNCTION, GHODHUNDER ROAD,MAJIWADA THANE-400607,Maharashtra",
598,Future Retail Limited,"BB-MUMBAI-GOREGAON-THE HUB THE HUB,NIRLON COMPOUND, WESTERN EXPRESS HIGHWAY,GOREGAON (E) MUMBAI-400069,Maharashtra",
599,Future Retail Limited,"BB-MUMBAI-VIKHROLI HT HOME TOWN, 247 PARK, HINCON HOUSE L.B.S.MARG, VIKHROLI (WEST) MUMBAI-400083,Maharashtra",
600,Future Retail Limited,"BB-MUMBAI-MATUNGA-ERA HOUSE NEW ERA HOUSE, MOGUL LANE, GROUND FLOOR, MATUNGA, MUMBAI MUMBAI-400016,Maharashtra",
601,Future Retail Limited,"BB-THANE-KALYAN-NETIVALI VILLAGE METRO JUNCTION, C/O HARD CASTLE & WAUD (P) LTD, NETIVALI VILLAGE, KALYAN SHIL THANE-421301,Maharashtra",
602,Future Retail Limited,"BB-THANE-DAHISAR-THAKUR MALL THAKUR SHOPING MALL AND MUTIPLEX,NEAR. LION PENCIL,DAHISAR CHECK NAKA ,POSTMIRA THANE-401104,Maharashtra",
603,Future Retail Limited,"BB-MUMBAI-K STAR MALL K STAR MALL, TROMBAY SION ROAD, CHEMBUR MUMBAI-400071,Maharashtra",
604,Future Retail Limited,"BB-MUMBAI-MULUND-R MALL C/o RUNWAL ARCADE,OPP RICHARDSON FACTORY LBS MARG, NEAR MULUND CHECKNAKA,MULUND MUMBAI-400080,Maharashtra",
605,Future Retail Limited,"BB-THANE-BHAYANDER-MAXUS MALL MAXUS MALL, TEMBA HOSPITAL ROAD, NEAR SALASAR HOUSING COMPLEX , BHAYANDER (W) THANE-401105,Maharashtra",
606,Future Retail Limited,"BB-MUMBAI-MALAD-INFINITY MALL INFINITY MALL, NEXT TO INORBIT MALL, MALAD LINK ROAD, MALAD (W) MUMBAI-400053,Maharashtra",
607,Future Retail Limited,"BB-DOMBIVILI-LODHA EXPERIA MALL LODHA EXPERIA MALL,PALAVA CITY- KALYAN-SHIL ROAD JUNCTION OF DOMBIVALI, DOMBIVILI-421204,Maharashtra",
608,Future Retail Limited,"BB-MUMBAI-VILE PARLE-MONGIBAI ROAD PARLE SQUARE,MONGIBAI ROAD NEAR DINANATH MANGESHKAR NATYAGRUHA,VILE PARLE (E) MUMBAI-400057,Maharashtra",
609,Future Retail Limited,"BB-NEW-MUMBAI-VASHI-RAGHULEELA MALL RAGHULEELA MALL,PHASE I, SECTOR 38, PLOT No 34/35/38,Opp VASHI RLY STATION NAVI MUMBAI-400703,Maharashtra",
610,Future Retail Limited,"BB-VASAI-DATTANI VILLAGE 252 A,DATTANI VILLAGE,BHABOLA PAPDI RD NEAR TELEPHONE EXCHANGE SANDOOR, VASAI VASAI-401201,Maharashtra",
