,,"METRO CASH & CARRY INDIA PVT LTD, BLOCK NO 188, SURVEY NO 143,, IN-395017 ALTHANA(V), SURAT",GJ/0118
,,"METRO CASH & CARRY INDIA PVT LTD, SURVEY NO.278&234,PL. 54&94, IN-382210 AHMEDABAD",GJ/0118-001
