Chain Name,Article ID,Chain & Article Combination,Article DESC,FG,MRP,VLCC Category,VLCC Sub Category,
11,100044447,Max Hyper100044447,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
11,100044449,Max Hyper100044449,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
11,100044627,Max Hyper100044627,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
11,100044633,Max Hyper100044633,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
11,100044677,Max Hyper100044677,Dtan Facial Kit,F0091-005,499,Facial Kits,Regular kit,
11,100044679,Max Hyper100044679,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
11,100044681,Max Hyper100044681,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
11,100044683,Max Hyper100044683,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,
11,100044685,Max Hyper100044685,Shape Up Slimming Oil 200 Ml,,,Shape UP,Shape UP,
11,100044689,Max Hyper100044689,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
11,100044691,Max Hyper100044691,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
11,100044693,Max Hyper100044693,Fruits Facial Kit,F0387-002,499,Facial Kits,Regular kit,
11,100044695,Max Hyper100044695,Pearl Facial Kit,,,Facial Kits,Premium Kit,
11,100044713,Max Hyper100044713,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
11,100063527,Max Hyper100063527,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
11,100537707,Max Hyper100537707,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
11,100537709,Max Hyper100537709,Gold Facial Kit 6,,,Facial Kits,Premium Kit,
11,100591821,Max Hyper100591821,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
11,100708997,Max Hyper100708997,Rose Face Scrub 80G,F0210-001,180,Skin Care,Scrub,
11,100711395,Max Hyper100711395,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
11,100711838,Max Hyper100711838,Diamond Facial Kit 6,,,Facial Kits,Premium Kit,
11,100711934,Max Hyper100711934,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,
11,101543266,Max Hyper101543266,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
11,101543282,Max Hyper101543282,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
11,101543303,Max Hyper101543303,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
11,101543320,Max Hyper101543320,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
11,101543362,Max Hyper101543362,Diamond Detoxifying Wash-Offmask 80G,,,Skin Care,Mask,
11,101543389,Max Hyper101543389,Anti Aging Face Mask 80 Gm,,,Skin Care,Anti Aging,
11,101543400,Max Hyper101543400,De-Pigmentation Face Mask80 Gm,,,Skin Care,Depigmentation,
11,101543426,Max Hyper101543426,De-Pigmentation Night Cream- 50 Gm,,,Skin Care,Depigmentation,
11,101543442,Max Hyper101543442,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
11,101543469,Max Hyper101543469,De-Pigmentation Day Creamwith Spf 25,,,Skin Care,Depigmentation,
11,101543485,Max Hyper101543485,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
11,101543549,Max Hyper101543549,Silver Single Facial Kit,,,Facial Kits,Single Kit,
11,101543565,Max Hyper101543565,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
11,101543581,Max Hyper101543581,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
11,101543602,Max Hyper101543602,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
11,101543629,Max Hyper101543629,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
11,101543645,Max Hyper101543645,Enchanting Eye Kajal .3 Gm,,,EyeCare,EyeCare,
11,101543661,Max Hyper101543661,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,
11,101543688,Max Hyper101543688,De- Pigmentation Serum- 40 Ml,,,Skin Care,Depigmentation,
11,101543709,Max Hyper101543709,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
11,114927509,Max Hyper114927509,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
11,114927525,Max Hyper114927525,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
11,114927621,Max Hyper114927621,Ultra Radiance Tinted Souffle Spf 50 40Ml,,,SunCare,SunCare,
11,114927728,Max Hyper114927728,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
11,114927744,Max Hyper114927744,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
11,114927761,Max Hyper114927761,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
11,114927787,Max Hyper114927787,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
11,114927808,Max Hyper114927808,Rose Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
11,114927824,Max Hyper114927824,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
11,117362769,Max Hyper117362769,Vlcc Honey Dietary Supplement 400 Gms,,,Others,Others,
11,117363201,Max Hyper117363201,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
11,117363366,Max Hyper117363366,Peach Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
11,117363420,Max Hyper117363420,Vlcc Enchanting Eyes Kohl Blue.3Gm,,,EyeCare,EyeCare,
11,117364289,Max Hyper117364289,Shape Up Body Sculpting Cellulite Reduction Oil 100Ml,,,Shape UP,Shape UP,
11,117364300,Max Hyper117364300,Shape Up Body Sculpting Cellulite Reduction Gel 100Gm,,,Shape UP,Shape UP,
11,117364326,Max Hyper117364326,Shape Up 10 In 1 Oil 60 Ml,,,Shape UP,Shape UP,
11,117364342,Max Hyper117364342,Shape Up Slimming Oil 100 Ml,,,Shape UP,Shape UP,
11,124983580,Max Hyper124983580,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
11,124983601,Max Hyper124983601,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
11,124983627,Max Hyper124983627,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
11,124983643,Max Hyper124983643,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
11,124984101,Max Hyper124984101,Vlcc Platinum Facial Kit,,,Facial Kits,Single Kit,
11,124984187,Max Hyper124984187,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
11,127855760,Max Hyper127855760,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
11,127855786,Max Hyper127855786,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda SkinCare,Ayurveda SkinCare,
11,127855807,Max Hyper127855807,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda SkinCare,Ayurveda SkinCare,
11,127855920,Max Hyper127855920,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
11,127855989,Max Hyper127855989,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
11,127856009,Max Hyper127856009,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
11,127856025,Max Hyper127856025,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
11,127856041,Max Hyper127856041,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
11,127856084,Max Hyper127856084,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
11,127856447,Max Hyper127856447,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
11,127856463,Max Hyper127856463,Vlcc Ayush Men Scrub 50 Gm,F0405-001,80,Mens Range,Mens Range,
11,130462449,Max Hyper130462449,Vlcc Glam & Glo 10 In 1  Skin Perfector (Light To Fair) 30Ml,F0568-001,150,Skin Care,Glam Glow,
11,130462465,Max Hyper130462465,Vlcc Glam & Glo 10 In 1  Skin Perfector (Medium Skin Tone) 3,F0569-001,150,Skin Care,Glam Glow,
11,130462609,Max Hyper130462609,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,
11,130462781,Max Hyper130462781,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
11,130462801,Max Hyper130462801,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
11,130462828,Max Hyper130462828,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
11,130462844,Max Hyper130462844,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
11,130462861,Max Hyper130462861,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
11,130463249,Max Hyper130463249,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
11,130463265,Max Hyper130463265,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
11,130463281,Max Hyper130463281,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
11,132983643,Max Hyper132983643,Vlcc Ultimo Blends Charcl Face Wash 100Gm,F0607-001,225,Skin Care,Charcoal FW,
11,132983660,Max Hyper132983660,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
14,396128,Metro CNC396128,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
14,396129,Metro CNC396129,Youth Boost Body Lotion (B1G1) 100Ml,F0548-002,135,Skin Care,Lotion,
14,396119,Metro CNC396119,Active Fruits Body Lotion (B1G1) 100Ml,F0551-002,135,Skin Care,Lotion,
14,396130,Metro CNC396130,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
14,396123,Metro CNC396123,VLCC 3 IN1 INTNSV CLD CRM 10GM,F0556-002,240,Skin Care,Jar,
14,383200,Metro CNC383200,VLCC INSTA FAIR & GLOW COLD CREAM,F0397-001,240,Skin Care,Jar,
14,383199,Metro CNC383199,VLCC TOTAL NOURISHMENT FRT CRM,F0398-001,240,Skin Care,Jar,
14,396122,Metro CNC396122,Detan Glow Body Lotion (B1G1) 100Ml,F0554-002,135,Skin Care,Lotion,
14,396120,Metro CNC396120,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
14,380725,Metro CNC380725,Vlcc Skin Glow Mini Facial Kit,F0310-001,99,Facial Kits,Mini Facial Kit,
14,380726,Metro CNC380726,Vlcc Skin Whtning Mini Facial,F0309-001,99,Facial Kits,Mini Facial Kit,
14,396132,Metro CNC396132,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
14,307411,Metro CNC307411,Vlcc Insta Fair&Glow Clear Fw 50G,,,Others,Others,
14,321495,Metro CNC321495,Vlcc Gold Bleach Salon 402Gm,,,Bleach,Bleach,
14,321498,Metro CNC321498,Vlcc Insta Glow Bleach - 220Gm,,,Bleach,Bleach,
14,321506,Metro CNC321506,Gold Polishing Face Scrub 80G,,,Skin Care,Scrub,
14,333540,Metro CNC333540,Snigdha Skin Whitening Fc/Mask,,,Skin Care,Snighda,
14,333541,Metro CNC333541,Diamond Polishing Face Scrub 80G,,,Skin Care,Scrub,
14,333542,Metro CNC333542,Diamond Detoxifying Wash-Offmask 80G,,,Skin Care,Mask,
14,339709,Metro CNC339709,Anti Tan Facial Kit 5 Session,F0355-001,600,Facial Kits,Regular kit,
14,339711,Metro CNC339711,Papaya Fruit Facial Kit 5 Session,F0356-001,600,Facial Kits,Regular kit,
14,339712,Metro CNC339712,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
14,339714,Metro CNC339714,Pedi Glow Foot Care Kit,F0048-001,395,Foot Care Kit,Foot Care Kit,
14,361279,Metro CNC361279,Vlcc Depig Fairness Facial,,,Facial Kits,Single Kit,
14,376893,Metro CNC376893,Almond Under Eye Cream,F0169-001,240,Skin Care,Creams,
14,376894,Metro CNC376894,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,
14,307394,Metro CNC307394,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
14,307395,Metro CNC307395,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
14,307396,Metro CNC307396,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
14,307397,Metro CNC307397,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
14,307398,Metro CNC307398,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
14,307412,Metro CNC307412,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
14,307413,Metro CNC307413,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
14,307414,Metro CNC307414,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
14,307415,Metro CNC307415,Shape Up Slimming Oil 100 Ml,,,Shape UP,Shape UP,
14,307416,Metro CNC307416,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
14,308010,Metro CNC308010,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
14,308012,Metro CNC308012,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
14,308026,Metro CNC308026,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
14,308029,Metro CNC308029,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
14,308033,Metro CNC308033,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
14,308106,Metro CNC308106,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
14,321496,Metro CNC321496,Silver Single Facial Kit,,,Facial Kits,Single Kit,
14,321499,Metro CNC321499,Insta Glow Herbal Bleach 27Gm,F0032-001,55,Bleach,Bleach,
14,321500,Metro CNC321500,Gold Facial Kit 6,,,Facial Kits,Premium Kit,
14,321501,Metro CNC321501,Pearl Facial Kit,,,Facial Kits,Premium Kit,
14,321502,Metro CNC321502,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
14,321503,Metro CNC321503,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
14,321504,Metro CNC321504,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
14,325272,Metro CNC325272,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
14,327775,Metro CNC327775,Insta Glow Diamond Bleach-30 Gm,F0033-001,75,Bleach,Bleach,
14,333539,Metro CNC333539,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,
14,333543,Metro CNC333543,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
14,333544,Metro CNC333544,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
14,338650,Metro CNC338650,Vlcc Insta Fair&Glow Fairnscrm50G,,,Others,Others,
14,339460,Metro CNC339460,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
14,339461,Metro CNC339461,Wild Turmeric Face Wash 80Ml,F0233-001,148,Skin Care,Face Wash,
14,339462,Metro CNC339462,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
14,339463,Metro CNC339463,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
14,339464,Metro CNC339464,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,
14,339465,Metro CNC339465,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
14,339710,Metro CNC339710,Party Glow Facial Kit 5 Session,F0357-001,600,Facial Kits,Regular kit,
14,340122,Metro CNC340122,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
14,340126,Metro CNC340126,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
14,340128,Metro CNC340128,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
14,341931,Metro CNC341931,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
14,345202,Metro CNC345202,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
14,345204,Metro CNC345204,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
14,345205,Metro CNC345205,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
14,345206,Metro CNC345206,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
14,351590,Metro CNC351590,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
14,351591,Metro CNC351591,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
14,351592,Metro CNC351592,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
14,359859,Metro CNC359859,Cherry Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
14,372199,Metro CNC372199,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,
14,372200,Metro CNC372200,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
14,372201,Metro CNC372201,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,
14,372202,Metro CNC372202,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
14,372203,Metro CNC372203,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
14,372204,Metro CNC372204,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
14,372205,Metro CNC372205,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
14,376584,Metro CNC376584,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
14,376172,Metro CNC376172,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
14,376585,Metro CNC376585,Enchanting Eye Kajal .3 Gm,,,EyeCare,EyeCare,
14,376895,Metro CNC376895,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
14,376896,Metro CNC376896,Dtan Facial Kit,F0091-005,499,Facial Kits,Regular kit,
14,376897,Metro CNC376897,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
14,381433,Metro CNC381433,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
14,381434,Metro CNC381434,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
14,381435,Metro CNC381435,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
14,381436,Metro CNC381436,Vlcc Skin Glow Mini Facial Kit,F0310-001,99,Facial Kits,Mini Facial Kit,
14,381437,Metro CNC381437,Vlcc Skin Whtning Mini Facial,F0309-001,99,Facial Kits,Mini Facial Kit,
14,381438,Metro CNC381438,Vlcc Ayurveda Double Power Double Neem Facewash Blister Pack,,,Skin Care,Jar,
14,383986,Metro CNC383986,Vlcc Oil Infused Total Nourishment Fruit Cream Pet Jar 24No,,,Skin Care,Jar,
14,383987,Metro CNC383987,Vlcc Insta Fair & Glow Cold Cr,,,Skin Care,Jar,
14,383988,Metro CNC383988,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
14,383989,Metro CNC383989,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
14,388302,Metro CNC388302,Radiance Pro Spf 30 Sun Screen Gel 50 Gm,F0437-001,265,SunCare,SunCare,
14,388303,Metro CNC388303,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
14,388304,Metro CNC388304,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) – Bulk Jar,,,SunCare,SunCare,
14,397479,Metro CNC397479,Active Fruits Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
14,397480,Metro CNC397480,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
14,397481,Metro CNC397481,Detan Glow Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
14,397482,Metro CNC397482,Vlcc 3 In 1 Intensive Care Cold Cream Pet Jar 24No,,,Skin Care,Jar,
14,397483,Metro CNC397483,Vlcc Nourishment Frt Crm 15Gm,,,Skin Care,Jar,
14,397484,Metro CNC397484,Vlcc Ayurveda Double Power Double Neem Facewash Blister Pack,,,Skin Care,Jar,
14,397485,Metro CNC397485,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
14,397486,Metro CNC397486,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
14,397487,Metro CNC397487,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
14,397488,Metro CNC397488,Vlcc Ayurveda White & Bright Glow Gel Crème,F0410-003,79,Ayurveda SkinCare,Ayurveda SkinCare,
14,397489,Metro CNC397489,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
14,397490,Metro CNC397490,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
14,397492,Metro CNC397492,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
14,398992,Metro CNC398992,Vlcc Vasoplus Petroleum Jelly 7Gmx36N,,,Skin Care,Jar,
14,376470,Metro CNC376470,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
14,383202,Metro CNC383202,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
14,383201,Metro CNC383201,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
14,380722,Metro CNC380722,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
14,380724,Metro CNC380724,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
14,380723,Metro CNC380723,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
14,376464,Metro CNC376464,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
14,396121,Metro CNC396121,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
14,396117,Metro CNC396117,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
19,490126308,Reliance CNC490126308,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
19,490935538,Reliance CNC490935538,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
19,490935539,Reliance CNC490935539,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
19,490935540,Reliance CNC490935540,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
19,490935541,Reliance CNC490935541,Insta Glow Herbal Bleach 27Gm,F0032-001,55,Bleach,Bleach,
19,490935543,Reliance CNC490935543,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
19,490935963,Reliance CNC490935963,Vlcc Fair & Glow Clrskn 2In1 Scrub50Gm,,,Others,Others,
19,490935968,Reliance CNC490935968,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
19,490935969,Reliance CNC490935969,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
19,490935971,Reliance CNC490935971,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
19,490935972,Reliance CNC490935972,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
19,490935974,Reliance CNC490935974,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
19,490935975,Reliance CNC490935975,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
19,490935977,Reliance CNC490935977,Shape Up Slimming Oil 200 Ml,,,Shape UP,Shape UP,
19,490935981,Reliance CNC490935981,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
19,490935983,Reliance CNC490935983,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
19,490935985,Reliance CNC490935985,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
19,490935986,Reliance CNC490935986,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
19,490935988,Reliance CNC490935988,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,
19,490935990,Reliance CNC490935990,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
19,490935992,Reliance CNC490935992,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
19,490936000,Reliance CNC490936000,Vlcc Cocoa Butter Body Lotion 350 Ml,,,Skin Care,Lotion,
19,490936001,Reliance CNC490936001,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
19,490936003,Reliance CNC490936003,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
19,490936005,Reliance CNC490936005,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
