itemcode,fgcode,chain_id,chain name
490936024,T0291-001,19,Reliance Retail Limited-CNC
490936027,T0037-006,19,Reliance Retail Limited-CNC
490936032,F0096-014,19,Reliance Retail Limited-CNC
490936033,F0098-014,19,Reliance Retail Limited-CNC
490936038,F0158-004,19,Reliance Retail Limited-CNC
490936045,F0432-001,19,Reliance Retail Limited-CNC
490997975,F0320-002,19,Reliance Retail Limited-CNC
490997976,F0319-002,19,Reliance Retail Limited-CNC
490997977,F0321-002,19,Reliance Retail Limited-CNC
490997985,T0036-005,19,Reliance Retail Limited-CNC
490997990,F0185-001,19,Reliance Retail Limited-CNC
490997993,F0187-001,19,Reliance Retail Limited-CNC
491061435,F0033-001,19,Reliance Retail Limited-CNC
491061436,F0232-001,19,Reliance Retail Limited-CNC
491061437,F0202-001,19,Reliance Retail Limited-CNC
491061440,F0049-002,19,Reliance Retail Limited-CNC
491061453,F0216-001,19,Reliance Retail Limited-CNC
491107990,F0217-001,19,Reliance Retail Limited-CNC
491107991,F0206-001,19,Reliance Retail Limited-CNC
491108319,F0038-001,19,Reliance Retail Limited-CNC
491108320,F0036-001,19,Reliance Retail Limited-CNC
491108321,F0035-001,19,Reliance Retail Limited-CNC
491108322,F0037-001,19,Reliance Retail Limited-CNC
491108326,F0168-001,19,Reliance Retail Limited-CNC
491108327,F0218-001,19,Reliance Retail Limited-CNC
491108512,F0167-001,19,Reliance Retail Limited-CNC
491108513,F0220-001,19,Reliance Retail Limited-CNC
491108514,F0215-001,19,Reliance Retail Limited-CNC
491202705,F0306-004,19,Reliance Retail Limited-CNC
491202706,F0307-004,19,Reliance Retail Limited-CNC
491202707,F0311-003,19,Reliance Retail Limited-CNC
491202708,F0313-003,19,Reliance Retail Limited-CNC
491297280,F0328-003,19,Reliance Retail Limited-CNC
491361227,F0367-001,19,Reliance Retail Limited-CNC
491361228,F0371-001,19,Reliance Retail Limited-CNC
491361229,F0365-001,19,Reliance Retail Limited-CNC
491361230,F0369-001,19,Reliance Retail Limited-CNC
491375988,F0384-001,19,Reliance Retail Limited-CNC
491375989,F0385-001,19,Reliance Retail Limited-CNC
491375990,F0386-001,19,Reliance Retail Limited-CNC
491417035,F0404-001,19,Reliance Retail Limited-CNC
491417039,F0436-001,19,Reliance Retail Limited-CNC
491440183,F0467-001,19,Reliance Retail Limited-CNC
491488529,F0547-003,19,Reliance Retail Limited-CNC
491488531,F0550-003,19,Reliance Retail Limited-CNC
491488533,F0553-003,19,Reliance Retail Limited-CNC
491488535,F0557-001,19,Reliance Retail Limited-CNC
491488537,F0627-001,19,Reliance Retail Limited-CNC
491488538,T0330-001,19,Reliance Retail Limited-CNC
491439991,T0303-001,5,Reliance Retail Limited
491439992,T0304-001,5,Reliance Retail Limited
491439993,T0305-001,5,Reliance Retail Limited
491434672,F0410-003,5,Reliance Retail Limited
491440173,,5,Reliance Retail Limited
491440175,,5,Reliance Retail Limited
490126308,F0194-001,5,Reliance Retail Limited
490126310,F0196-001,5,Reliance Retail Limited
490935538,F0198-003,5,Reliance Retail Limited
490935539,F0031-001,5,Reliance Retail Limited
490935540,F0034-001,5,Reliance Retail Limited
490935541,F0032-001,5,Reliance Retail Limited
490935543,T0001-003,5,Reliance Retail Limited
490935967,F0091-005,5,Reliance Retail Limited
490935968,F0089-006,5,Reliance Retail Limited
490935969,F0088-004,5,Reliance Retail Limited
490935970,F0387-002,5,Reliance Retail Limited
490935971,F0097-018,5,Reliance Retail Limited
490935972,F0099-016,5,Reliance Retail Limited
490935974,F0095-020,5,Reliance Retail Limited
490935975,F0094-016,5,Reliance Retail Limited
490935983,F0193-005,5,Reliance Retail Limited
490935985,F0199-001,5,Reliance Retail Limited
490935986,F0201-001,5,Reliance Retail Limited
490935988,F0204-001,5,Reliance Retail Limited
490935989,F0207-001,5,Reliance Retail Limited
490935990,F0212-001,5,Reliance Retail Limited
490935992,F0214-001,5,Reliance Retail Limited
490935995,F0233-001,5,Reliance Retail Limited
490935997,F0210-001,5,Reliance Retail Limited
490936001,F0162-005,5,Reliance Retail Limited
490936003,F0534-001,5,Reliance Retail Limited
491488538,T0330-001,5,Reliance Retail Limited
490936005,F0428-001,5,Reliance Retail Limited
490936007,F0431-001,5,Reliance Retail Limited
490936008,F0438-001,5,Reliance Retail Limited
490936009,F0440-001,5,Reliance Retail Limited
490936013,F0244-006,5,Reliance Retail Limited
490936016,F0441-001,5,Reliance Retail Limited
490936024,T0291-001,5,Reliance Retail Limited
490936027,T0037-006,5,Reliance Retail Limited
490936032,F0096-014,5,Reliance Retail Limited
490936033,F0098-014,5,Reliance Retail Limited
490936038,F0158-004,5,Reliance Retail Limited
490936045,F0432-001,5,Reliance Retail Limited
490997974,F0055-001,5,Reliance Retail Limited
490997975,F0320-002,5,Reliance Retail Limited
490997976,F0319-002,5,Reliance Retail Limited
490997977,F0321-002,5,Reliance Retail Limited
490997982,F0056-001,5,Reliance Retail Limited
490997985,T0036-005,5,Reliance Retail Limited
490997990,F0185-001,5,Reliance Retail Limited
490997993,F0187-001,5,Reliance Retail Limited
491061436,F0232-001,5,Reliance Retail Limited
491061437,F0202-001,5,Reliance Retail Limited
491061440,F0049-002,5,Reliance Retail Limited
491061448,F0169-001,5,Reliance Retail Limited
491061453,F0216-001,5,Reliance Retail Limited
491107990,F0217-001,5,Reliance Retail Limited
491107991,F0206-001,5,Reliance Retail Limited
491108319,F0038-001,5,Reliance Retail Limited
491108320,F0036-001,5,Reliance Retail Limited
491108321,F0035-001,5,Reliance Retail Limited
491108322,F0037-001,5,Reliance Retail Limited
491108326,F0168-001,5,Reliance Retail Limited
491108327,F0218-001,5,Reliance Retail Limited
491108512,F0167-001,5,Reliance Retail Limited
491108513,F0220-001,5,Reliance Retail Limited
491108514,F0215-001,5,Reliance Retail Limited
491202705,F0306-004,5,Reliance Retail Limited
491202706,F0307-004,5,Reliance Retail Limited
491202707,F0311-003,5,Reliance Retail Limited
491202708,F0313-003,5,Reliance Retail Limited
491297280,F0328-003,5,Reliance Retail Limited
491361227,F0367-001,5,Reliance Retail Limited
491361228,F0371-001,5,Reliance Retail Limited
491361229,F0365-001,5,Reliance Retail Limited
491361230,F0369-001,5,Reliance Retail Limited
491375988,F0384-001,5,Reliance Retail Limited
491375989,F0385-001,5,Reliance Retail Limited
491375990,F0386-001,5,Reliance Retail Limited
491417035,F0404-001,5,Reliance Retail Limited
491417036,F0403-001,5,Reliance Retail Limited
491417037,F0405-001,5,Reliance Retail Limited
491417038,F0406-001,5,Reliance Retail Limited
491417039,F0436-001,5,Reliance Retail Limited
491440179,F0409-001,5,Reliance Retail Limited
491470490,T0327-001,5,Reliance Retail Limited
491470491,T0325-001,5,Reliance Retail Limited
491470492,T0324-001,5,Reliance Retail Limited
491470493,T0326-001,5,Reliance Retail Limited
491470494,T0328-001,5,Reliance Retail Limited
491488529,F0547-003,5,Reliance Retail Limited
491488531,F0550-003,5,Reliance Retail Limited
491488533,F0553-003,5,Reliance Retail Limited
491488535,F0557-001,5,Reliance Retail Limited
491488537,F0627-001,5,Reliance Retail Limited
491488538,T0330-001,5,Reliance Retail Limited
491550544,F0568-001,5,Reliance Retail Limited
491550545,F0569-001,5,Reliance Retail Limited
491553123,F0525-001,5,Reliance Retail Limited
491553124,F0465-001,5,Reliance Retail Limited
491567253,F0609-001,5,Reliance Retail Limited
491600342,F0607-001,5,Reliance Retail Limited
491434670,F0439-001,5,Reliance Retail Limited
491440177,F0101-009,5,Reliance Retail Limited
491434669,F0437-001,5,Reliance Retail Limited
491440188,F0424-001,5,Reliance Retail Limited
491440186,F0383-001,5,Reliance Retail Limited
491440187,F0425-001,5,Reliance Retail Limited
491434668,F0429-001,5,Reliance Retail Limited
491440181,T0285-001,5,Reliance Retail Limited
491440180,F0408-001,5,Reliance Retail Limited
491440182,F0466-001,5,Reliance Retail Limited
491440178,F0441-001,5,Reliance Retail Limited
491440185,F0373-002,5,Reliance Retail Limited
1014006,F0201-001,8,Spencer's Retail Limited
1028368,F0194-001,8,Spencer's Retail Limited
1028374,F0207-001,8,Spencer's Retail Limited
1028375,F0438-001,8,Spencer's Retail Limited
1028378,F0367-001,8,Spencer's Retail Limited
1028380,F0204-001,8,Spencer's Retail Limited
1028383,F0214-001,8,Spencer's Retail Limited
1028385,F0193-005,8,Spencer's Retail Limited
1028399,F0428-001,8,Spencer's Retail Limited
1028400,F0431-001,8,Spencer's Retail Limited
1028403,F0233-001,8,Spencer's Retail Limited
1028406,T0291-001,8,Spencer's Retail Limited
1028407,F0055-001,8,Spencer's Retail Limited
1028411,F0212-001,8,Spencer's Retail Limited
1028423,F0244-006,8,Spencer's Retail Limited
1072029,F0056-001,8,Spencer's Retail Limited
1072030,T0001-003,8,Spencer's Retail Limited
1072033,F0215-001,8,Spencer's Retail Limited
1072034,F0048-001,8,Spencer's Retail Limited
1072035,F0321-002,8,Spencer's Retail Limited
1075024,F0357-001,8,Spencer's Retail Limited
1075025,F0088-004,8,Spencer's Retail Limited
1075026,F0371-001,8,Spencer's Retail Limited
1075027,F0387-002,8,Spencer's Retail Limited
1080585,F0198-003,8,Spencer's Retail Limited
1080621,F0356-001,8,Spencer's Retail Limited
1130932,F0196-001,8,Spencer's Retail Limited
1135135,F0089-006,8,Spencer's Retail Limited
1155110,F0320-002,8,Spencer's Retail Limited
1182315,F0169-001,8,Spencer's Retail Limited
1182318,F0199-001,8,Spencer's Retail Limited
1185215,F0168-001,8,Spencer's Retail Limited
1186206,F0049-002,8,Spencer's Retail Limited
1186208,F0218-001,8,Spencer's Retail Limited
1231187,F0031-001,8,Spencer's Retail Limited
1231199,F0319-002,8,Spencer's Retail Limited
1231200,F0210-001,8,Spencer's Retail Limited
1231203,F0097-018,8,Spencer's Retail Limited
1231204,F0099-016,8,Spencer's Retail Limited
1231206,F0095-020,8,Spencer's Retail Limited
1239617,F0365-001,8,Spencer's Retail Limited
1239623,F0432-001,8,Spencer's Retail Limited
1239624,F0440-001,8,Spencer's Retail Limited
1239627,F0094-016,8,Spencer's Retail Limited
1246658,F0034-001,8,Spencer's Retail Limited
1246664,F0032-001,8,Spencer's Retail Limited
1246666,F0158-004,8,Spencer's Retail Limited
1246669,F0162-005,8,Spencer's Retail Limited
1251717,F0369-001,8,Spencer's Retail Limited
1251719,T0037-006,8,Spencer's Retail Limited
1251723,F0441-001,8,Spencer's Retail Limited
1258346,F0383-001,8,Spencer's Retail Limited
1258347,F0187-001,8,Spencer's Retail Limited
1258349,T0036-005,8,Spencer's Retail Limited
1258354,F0185-001,8,Spencer's Retail Limited
1275889,F0167-001,8,Spencer's Retail Limited
1275890,F0232-001,8,Spencer's Retail Limited
1275891,F0202-001,8,Spencer's Retail Limited
1275894,F0216-001,8,Spencer's Retail Limited
1275895,F0220-001,8,Spencer's Retail Limited
1275900,F0217-001,8,Spencer's Retail Limited
1275901,F0206-001,8,Spencer's Retail Limited
1288294,F0384-001,8,Spencer's Retail Limited
1288295,F0385-001,8,Spencer's Retail Limited
1288296,F0386-001,8,Spencer's Retail Limited
1288297,F0355-001,8,Spencer's Retail Limited
1288566,F0306-004,8,Spencer's Retail Limited
1288567,F0307-004,8,Spencer's Retail Limited
1288568,F0313-003,8,Spencer's Retail Limited
1289532,F0037-001,8,Spencer's Retail Limited
1289534,F0038-001,8,Spencer's Retail Limited
1289535,F0036-001,8,Spencer's Retail Limited
1289536,F0035-001,8,Spencer's Retail Limited
1295355,F0098-014,8,Spencer's Retail Limited
1295566,F0096-014,8,Spencer's Retail Limited
1305263,F0311-003,8,Spencer's Retail Limited
1305264,F0328-003,8,Spencer's Retail Limited
1330345,T0311-002,8,Spencer's Retail Limited
1330346,F0425-001,8,Spencer's Retail Limited
1330347,F0409-001,8,Spencer's Retail Limited
1330348,F0547-003,8,Spencer's Retail Limited
1330349,F0550-003,8,Spencer's Retail Limited
1330350,F0553-003,8,Spencer's Retail Limited
1330351,F0557-001,8,Spencer's Retail Limited
1330352,F0559-001,8,Spencer's Retail Limited
1330353,T0330-001,8,Spencer's Retail Limited
1330355,T0309-002,8,Spencer's Retail Limited
1330369,F0424-001,8,Spencer's Retail Limited
1330370,F0569-001,8,Spencer's Retail Limited
1330371,F0410-003,8,Spencer's Retail Limited
1330372,F0627-001,8,Spencer's Retail Limited
1330373,F0404-001,8,Spencer's Retail Limited
1330374,F0407-001,8,Spencer's Retail Limited
1330375,F0408-001,8,Spencer's Retail Limited
1330376,F0465-001,8,Spencer's Retail Limited
1330377,F0525-001,8,Spencer's Retail Limited
1330378,F0568-001,8,Spencer's Retail Limited
1333943,F0609-001,8,Spencer's Retail Limited
1333944,F0607-001,8,Spencer's Retail Limited
300775197,F0034-001,30,Travel News Services (India) Pvt. Ltd.
1000098036,F0035-001,30,Travel News Services (India) Pvt. Ltd.
1000469216,F0307-004,30,Travel News Services (India) Pvt. Ltd.
300603129,F0210-001,30,Travel News Services (India) Pvt. Ltd.
108017342,F0321-002,30,Travel News Services (India) Pvt. Ltd.
109001453,F0244-006,30,Travel News Services (India) Pvt. Ltd.
300452928,F0099-016,30,Travel News Services (India) Pvt. Ltd.
300465604,F0431-001,30,Travel News Services (India) Pvt. Ltd.
300467072,F0214-001,30,Travel News Services (India) Pvt. Ltd.
300467075,F0194-001,30,Travel News Services (India) Pvt. Ltd.
300467220,F0201-001,30,Travel News Services (India) Pvt. Ltd.
300467461,F0198-003,30,Travel News Services (India) Pvt. Ltd.
300589240,F0319-002,30,Travel News Services (India) Pvt. Ltd.
300693708,F0097-018,30,Travel News Services (India) Pvt. Ltd.
300696628,F0095-020,30,Travel News Services (India) Pvt. Ltd.
300710636,F0432-001,30,Travel News Services (India) Pvt. Ltd.
300710658,F0440-001,30,Travel News Services (India) Pvt. Ltd.
300710677,F0438-001,30,Travel News Services (India) Pvt. Ltd.
300826048,F0158-004,30,Travel News Services (India) Pvt. Ltd.
300959811,F0185-001,30,Travel News Services (India) Pvt. Ltd.
300959989,T0036-005,30,Travel News Services (India) Pvt. Ltd.
1000061204,F0167-001,30,Travel News Services (India) Pvt. Ltd.
1000061208,F0202-001,30,Travel News Services (India) Pvt. Ltd.
1000098113,F0038-001,30,Travel News Services (India) Pvt. Ltd.
1000209063,F0311-003,30,Travel News Services (India) Pvt. Ltd.
1000260622,F0306-004,30,Travel News Services (India) Pvt. Ltd.
1000845125,F0365-001,30,Travel News Services (India) Pvt. Ltd.
1000845139,F0369-001,30,Travel News Services (India) Pvt. Ltd.
1000845176,F0371-001,30,Travel News Services (India) Pvt. Ltd.
1000845340,F0367-001,30,Travel News Services (India) Pvt. Ltd.
1000857867,F0386-001,30,Travel News Services (India) Pvt. Ltd.
1000857868,F0383-001,30,Travel News Services (India) Pvt. Ltd.
1001359742,F0437-001,30,Travel News Services (India) Pvt. Ltd.
1001359743,F0439-001,30,Travel News Services (India) Pvt. Ltd.
1001388398,F0405-001,30,Travel News Services (India) Pvt. Ltd.
1001388444,F0210-001,30,Travel News Services (India) Pvt. Ltd.
1001388445,F0403-001,30,Travel News Services (India) Pvt. Ltd.
1001638565,F0404-001,30,Travel News Services (India) Pvt. Ltd.
1001638566,F0407-001,30,Travel News Services (India) Pvt. Ltd.
1001638567,F0424-001,30,Travel News Services (India) Pvt. Ltd.
1001638568,F0425-001,30,Travel News Services (India) Pvt. Ltd.
1001638569,F0409-001,30,Travel News Services (India) Pvt. Ltd.
1001638570,F0410-003,30,Travel News Services (India) Pvt. Ltd.
1001638571,T0324-001,30,Travel News Services (India) Pvt. Ltd.
1001638572,T0325-001,30,Travel News Services (India) Pvt. Ltd.
1001638573,T0326-001,30,Travel News Services (India) Pvt. Ltd.
1001638574,T0327-001,30,Travel News Services (India) Pvt. Ltd.
1001638575,T0328-001,30,Travel News Services (India) Pvt. Ltd.
1001638576,F0627-001,30,Travel News Services (India) Pvt. Ltd.
1001638577,F0525-001,30,Travel News Services (India) Pvt. Ltd.
1001638581,F0465-001,30,Travel News Services (India) Pvt. Ltd.
1001638583,F0547-003,30,Travel News Services (India) Pvt. Ltd.
1124889,F0193-005,15,Trent Hypermarket Private Limited
1124890,F0199-001,15,Trent Hypermarket Private Limited
1124891,F0168-001,15,Trent Hypermarket Private Limited
1124892,F0214-001,15,Trent Hypermarket Private Limited
1124893,F0212-001,15,Trent Hypermarket Private Limited
1124894,F0233-001,15,Trent Hypermarket Private Limited
1124895,F0204-001,15,Trent Hypermarket Private Limited
1124899,F0206-001,15,Trent Hypermarket Private Limited
1124902,F0215-001,15,Trent Hypermarket Private Limited
1124903,F0218-001,15,Trent Hypermarket Private Limited
1124904,F0201-001,15,Trent Hypermarket Private Limited
1124909,T0001-003,15,Trent Hypermarket Private Limited
1124910,F0194-001,15,Trent Hypermarket Private Limited
1124918,T0291-001,15,Trent Hypermarket Private Limited
1124919,F0244-006,15,Trent Hypermarket Private Limited
1132686,F0169-001,15,Trent Hypermarket Private Limited
1132689,F0089-006,15,Trent Hypermarket Private Limited
1132691,F0207-001,15,Trent Hypermarket Private Limited
1132697,F0428-001,15,Trent Hypermarket Private Limited
1132698,F0431-001,15,Trent Hypermarket Private Limited
1144110,F0031-001,15,Trent Hypermarket Private Limited
1149238,F0097-018,15,Trent Hypermarket Private Limited
1149239,F0099-016,15,Trent Hypermarket Private Limited
1229734,F0096-014,15,Trent Hypermarket Private Limited
1229736,F0032-001,15,Trent Hypermarket Private Limited
1229737,F0098-014,15,Trent Hypermarket Private Limited
1229798,F0158-004,15,Trent Hypermarket Private Limited
1229800,F0440-001,15,Trent Hypermarket Private Limited
1229977,F0095-020,15,Trent Hypermarket Private Limited
1259897,F0438-001,15,Trent Hypermarket Private Limited
1272440,F0185-001,15,Trent Hypermarket Private Limited
1272443,F0187-001,15,Trent Hypermarket Private Limited
1292799,F0035-001,15,Trent Hypermarket Private Limited
1292800,F0038-001,15,Trent Hypermarket Private Limited
1292801,F0037-001,15,Trent Hypermarket Private Limited
1292804,F0217-001,15,Trent Hypermarket Private Limited
1292808,F0167-001,15,Trent Hypermarket Private Limited
1292809,F0216-001,15,Trent Hypermarket Private Limited
1292810,F0220-001,15,Trent Hypermarket Private Limited
1314394,F0162-005,15,Trent Hypermarket Private Limited
1314395,T0036-005,15,Trent Hypermarket Private Limited
1314396,T0037-006,15,Trent Hypermarket Private Limited
1317761,F0094-016,15,Trent Hypermarket Private Limited
1317762,F0036-001,15,Trent Hypermarket Private Limited
1317763,F0319-002,15,Trent Hypermarket Private Limited
1317764,F0321-002,15,Trent Hypermarket Private Limited
1317765,F0311-003,15,Trent Hypermarket Private Limited
1318592,F0306-004,15,Trent Hypermarket Private Limited
1318593,F0313-003,15,Trent Hypermarket Private Limited
1319451,T0291-001,15,Trent Hypermarket Private Limited
1322365,F0202-001,15,Trent Hypermarket Private Limited
1322366,F0232-001,15,Trent Hypermarket Private Limited
1322367,F0049-002,15,Trent Hypermarket Private Limited
1322369,F0307-004,15,Trent Hypermarket Private Limited
1325629,F0320-002,15,Trent Hypermarket Private Limited
1325630,F0328-003,15,Trent Hypermarket Private Limited
1339337,F0367-001,15,Trent Hypermarket Private Limited
1339338,F0371-001,15,Trent Hypermarket Private Limited
1339339,F0365-001,15,Trent Hypermarket Private Limited
1339340,F0369-001,15,Trent Hypermarket Private Limited
1342440,F0383-001,15,Trent Hypermarket Private Limited
1342441,F0384-001,15,Trent Hypermarket Private Limited
1342442,F0385-001,15,Trent Hypermarket Private Limited
1346251,F0534-001,15,Trent Hypermarket Private Limited
1348315,F0404-001,15,Trent Hypermarket Private Limited
1348316,F0405-001,15,Trent Hypermarket Private Limited
1348317,F0406-001,15,Trent Hypermarket Private Limited
1348508,F0425-001,15,Trent Hypermarket Private Limited
1348509,F0424-001,15,Trent Hypermarket Private Limited
1348510,F0409-001,15,Trent Hypermarket Private Limited
1348512,F0436-001,15,Trent Hypermarket Private Limited
1351849,T0324-001,15,Trent Hypermarket Private Limited
1351850,T0325-001,15,Trent Hypermarket Private Limited
1351851,T0326-001,15,Trent Hypermarket Private Limited
1351852,T0327-001,15,Trent Hypermarket Private Limited
1351853,T0328-001,15,Trent Hypermarket Private Limited
1356389,F0547-003,15,Trent Hypermarket Private Limited
1356390,F0550-003,15,Trent Hypermarket Private Limited
1356391,F0553-003,15,Trent Hypermarket Private Limited
1356392,F0557-001,15,Trent Hypermarket Private Limited
1356393,F0465-001,15,Trent Hypermarket Private Limited
1356394,F0627-001,15,Trent Hypermarket Private Limited
1356395,F0525-001,15,Trent Hypermarket Private Limited
1356396,T0330-001,15,Trent Hypermarket Private Limited
1356398,T0308-002,15,Trent Hypermarket Private Limited
1356399,T0309-002,15,Trent Hypermarket Private Limited
1356400,T0311-002,15,Trent Hypermarket Private Limited
1356401,T0310-002,15,Trent Hypermarket Private Limited
1365655,F0568-001,15,Trent Hypermarket Private Limited
1365656,F0569-001,15,Trent Hypermarket Private Limited
502043,F0432-001,7,Wal-Mart India Pvt. Ltd.
502050,F0428-001,7,Wal-Mart India Pvt. Ltd.
502057,F0031-001,7,Wal-Mart India Pvt. Ltd.
517660,F0099-016,7,Wal-Mart India Pvt. Ltd.
523519,F0034-001,7,Wal-Mart India Pvt. Ltd.
524660,F0097-018,7,Wal-Mart India Pvt. Ltd.
566597,F0095-020,7,Wal-Mart India Pvt. Ltd.
566604,F0089-006,7,Wal-Mart India Pvt. Ltd.
583061,F0162-005,7,Wal-Mart India Pvt. Ltd.
615830619,F0162-005,7,Wal-Mart India Pvt. Ltd.
616388239,F0198-003,7,Wal-Mart India Pvt. Ltd.
608282,F0313-003,7,Wal-Mart India Pvt. Ltd.
618187,F0311-003,7,Wal-Mart India Pvt. Ltd.
638823,F0198-003,7,Wal-Mart India Pvt. Ltd.
673501,F0307-004,7,Wal-Mart India Pvt. Ltd.
682909,F0321-002,7,Wal-Mart India Pvt. Ltd.
682916,F0319-002,7,Wal-Mart India Pvt. Ltd.
682923,T0291-001,7,Wal-Mart India Pvt. Ltd.
729074,F0306-004,7,Wal-Mart India Pvt. Ltd.
729081,F0431-001,7,Wal-Mart India Pvt. Ltd.
729088,F0438-001,7,Wal-Mart India Pvt. Ltd.
980002922,F0367-001,7,Wal-Mart India Pvt. Ltd.
980002923,F0369-001,7,Wal-Mart India Pvt. Ltd.
980002924,F0310-001,7,Wal-Mart India Pvt. Ltd.
980002925,F0309-001,7,Wal-Mart India Pvt. Ltd.
980005236,F0384-001,7,Wal-Mart India Pvt. Ltd.
980005237,F0385-001,7,Wal-Mart India Pvt. Ltd.
980005849,F0214-001,7,Wal-Mart India Pvt. Ltd.
980005850,F0194-001,7,Wal-Mart India Pvt. Ltd.
980005851,F0212-001,7,Wal-Mart India Pvt. Ltd.
980005852,F0158-004,7,Wal-Mart India Pvt. Ltd.
980005853,F0217-001,7,Wal-Mart India Pvt. Ltd.
980005854,F0218-001,7,Wal-Mart India Pvt. Ltd.
980005855,F0206-001,7,Wal-Mart India Pvt. Ltd.
980005856,F0215-001,7,Wal-Mart India Pvt. Ltd.
980005857,F0167-001,7,Wal-Mart India Pvt. Ltd.
980005858,F0216-001,7,Wal-Mart India Pvt. Ltd.
980005859,F0220-001,7,Wal-Mart India Pvt. Ltd.
980005860,F0098-014,7,Wal-Mart India Pvt. Ltd.
980005861,F0096-014,7,Wal-Mart India Pvt. Ltd.
980005862,F0088-004,7,Wal-Mart India Pvt. Ltd.
980005863,F0036-001,7,Wal-Mart India Pvt. Ltd.
980005864,F0033-001,7,Wal-Mart India Pvt. Ltd.
980007568,F0437-001,7,Wal-Mart India Pvt. Ltd.
980011133,F0550-003,7,Wal-Mart India Pvt. Ltd.
980011134,F0557-001,7,Wal-Mart India Pvt. Ltd.
980011135,F0559-001,7,Wal-Mart India Pvt. Ltd.
980011136,T0330-001,7,Wal-Mart India Pvt. Ltd.
13759,F0432-001,7,Wal-Mart India Pvt. Ltd.
13760,F0428-001,7,Wal-Mart India Pvt. Ltd.
13761,F0031-001,7,Wal-Mart India Pvt. Ltd.
14020,F0099-016,7,Wal-Mart India Pvt. Ltd.
14107,F0034-001,7,Wal-Mart India Pvt. Ltd.
14113,F0097-018,7,Wal-Mart India Pvt. Ltd.
14887,F0095-020,7,Wal-Mart India Pvt. Ltd.
14888,F0089-006,7,Wal-Mart India Pvt. Ltd.
15265,F0162-005,7,Wal-Mart India Pvt. Ltd.
15712,F0313-003,7,Wal-Mart India Pvt. Ltd.
15847,F0311-003,7,Wal-Mart India Pvt. Ltd.
16527,F0198-003,7,Wal-Mart India Pvt. Ltd.
17570,F0307-004,7,Wal-Mart India Pvt. Ltd.
17974,F0321-002,7,Wal-Mart India Pvt. Ltd.
17975,F0319-002,7,Wal-Mart India Pvt. Ltd.
17976,T0291-001,7,Wal-Mart India Pvt. Ltd.
20662,F0306-004,7,Wal-Mart India Pvt. Ltd.
20663,F0431-001,7,Wal-Mart India Pvt. Ltd.
20664,F0438-001,7,Wal-Mart India Pvt. Ltd.
22226,F0367-001,7,Wal-Mart India Pvt. Ltd.
22227,F0369-001,7,Wal-Mart India Pvt. Ltd.
22228,F0310-001,7,Wal-Mart India Pvt. Ltd.
22229,F0309-001,7,Wal-Mart India Pvt. Ltd.
23332,F0385-001,7,Wal-Mart India Pvt. Ltd.
23601,F0194-001,7,Wal-Mart India Pvt. Ltd.
23612,F0096-014,7,Wal-Mart India Pvt. Ltd.
23613,F0088-004,7,Wal-Mart India Pvt. Ltd.
24333,F0437-001,7,Wal-Mart India Pvt. Ltd.
29910,F0550-003,7,Wal-Mart India Pvt. Ltd.
29911,F0557-001,7,Wal-Mart India Pvt. Ltd.
29912,F0559-001,7,Wal-Mart India Pvt. Ltd.
136545341,T0303-001,26,Airplaza Retail Holdings Private Limited
1311013236,F0440-001,26,Airplaza Retail Holdings Private Limited
1311013237,F0428-001,26,Airplaza Retail Holdings Private Limited
1311013238,F0431-001,26,Airplaza Retail Holdings Private Limited
1311013239,F0438-001,26,Airplaza Retail Holdings Private Limited
1311013240,F0432-001,26,Airplaza Retail Holdings Private Limited
1311013241,T0036-005,26,Airplaza Retail Holdings Private Limited
1311013243,F0185-001,26,Airplaza Retail Holdings Private Limited
1311013244,F0187-001,26,Airplaza Retail Holdings Private Limited
1311013248,T0037-006,26,Airplaza Retail Holdings Private Limited
1311013251,F0441-001,26,Airplaza Retail Holdings Private Limited
1311013258,F0194-001,26,Airplaza Retail Holdings Private Limited
1311013259,F0088-004,26,Airplaza Retail Holdings Private Limited
1311013262,F0320-002,26,Airplaza Retail Holdings Private Limited
1311013263,F0319-002,26,Airplaza Retail Holdings Private Limited
1311013265,F0215-001,26,Airplaza Retail Holdings Private Limited
1311013269,F0056-001,26,Airplaza Retail Holdings Private Limited
1311013273,F0202-001,26,Airplaza Retail Holdings Private Limited
1311013274,F0158-004,26,Airplaza Retail Holdings Private Limited
1311013276,F0204-001,26,Airplaza Retail Holdings Private Limited
1311013277,F0216-001,26,Airplaza Retail Holdings Private Limited
1311013279,F0095-020,26,Airplaza Retail Holdings Private Limited
1311013280,F0055-001,26,Airplaza Retail Holdings Private Limited
1311013283,F0031-001,26,Airplaza Retail Holdings Private Limited
1311013284,F0099-016,26,Airplaza Retail Holdings Private Limited
1311013285,F0233-001,26,Airplaza Retail Holdings Private Limited
1311013287,F0207-001,26,Airplaza Retail Holdings Private Limited
1311013290,F0214-001,26,Airplaza Retail Holdings Private Limited
1311013300,F0094-016,26,Airplaza Retail Holdings Private Limited
1311013301,F0198-003,26,Airplaza Retail Holdings Private Limited
1311013302,F0097-018,26,Airplaza Retail Holdings Private Limited
1311013305,F0168-001,26,Airplaza Retail Holdings Private Limited
1311013307,F0321-002,26,Airplaza Retail Holdings Private Limited
1311013310,F0096-014,26,Airplaza Retail Holdings Private Limited
1311013311,F0098-014,26,Airplaza Retail Holdings Private Limited
